date,landing_page,sessions,engaged_sessions,bounce_rate,conversions,revenue
2025-10-21,/,411,127,0.6922,6,401.46
2025-10-21,/collections/bestsellers,588,237,0.597,15,999.12
2025-10-21,/lp/free-serum-sample,2069,824,0.6017,75,5008.43
2025-10-21,/lp/skincare-routine-quiz,1332,578,0.5659,47,3130.75
2025-10-21,/lp/spf-bundle-20-off,1738,866,0.5017,101,6219.8
2025-10-21,/products/vitamin-c-serum,809,371,0.5415,32,1959.05
2025-10-22,/,435,130,0.7013,7,494.92
2025-10-22,/collections/bestsellers,612,244,0.6006,15,962.2
2025-10-22,/lp/free-serum-sample,2302,936,0.5932,83,5557.35
2025-10-22,/lp/skincare-routine-quiz,1287,555,0.5688,41,2888.31
2025-10-22,/lp/spf-bundle-20-off,1819,912,0.4987,111,7071.36
2025-10-22,/products/vitamin-c-serum,946,436,0.5389,39,2584.8
2025-10-23,/,431,145,0.6639,6,416.63
2025-10-23,/collections/bestsellers,571,228,0.6005,16,1097.67
2025-10-23,/lp/free-serum-sample,2086,796,0.6183,77,4966.81
2025-10-23,/lp/skincare-routine-quiz,1316,594,0.549,44,3043.48
2025-10-23,/lp/spf-bundle-20-off,1929,963,0.501,119,7802.58
2025-10-23,/products/vitamin-c-serum,955,452,0.5269,36,2320.69
2025-10-24,/,504,169,0.6653,8,556.92
2025-10-24,/collections/bestsellers,705,284,0.5972,18,1153.38
2025-10-24,/lp/free-serum-sample,2552,999,0.6086,95,6770.16
2025-10-24,/lp/skincare-routine-quiz,1524,674,0.558,50,3245.33
2025-10-24,/lp/spf-bundle-20-off,1977,1009,0.4895,115,7598.2
2025-10-24,/products/vitamin-c-serum,1020,469,0.5406,39,2685.24
2025-10-25,/,499,167,0.6662,7,478.18
2025-10-25,/collections/bestsellers,625,248,0.6035,17,1205.72
2025-10-25,/lp/free-serum-sample,2294,912,0.6023,85,5716.08
2025-10-25,/lp/skincare-routine-quiz,1357,592,0.5639,45,3057.46
2025-10-25,/lp/spf-bundle-20-off,1890,938,0.5035,116,7681.9
2025-10-25,/products/vitamin-c-serum,873,412,0.5281,36,2462.78
2025-10-26,/,528,157,0.7023,8,531.53
2025-10-26,/collections/bestsellers,679,264,0.6106,18,1231.94
2025-10-26,/lp/free-serum-sample,2450,969,0.6046,88,5961.04
2025-10-26,/lp/skincare-routine-quiz,1493,645,0.5683,54,3648.19
2025-10-26,/lp/spf-bundle-20-off,2121,1076,0.4928,125,8091.95
2025-10-26,/products/vitamin-c-serum,1042,491,0.5289,43,2888.83
2025-10-27,/,475,158,0.6667,7,468.34
2025-10-27,/collections/bestsellers,653,249,0.6194,18,1257.37
2025-10-27,/lp/free-serum-sample,2448,1003,0.5904,94,6648.81
2025-10-27,/lp/skincare-routine-quiz,1386,626,0.5482,49,3234.74
2025-10-27,/lp/spf-bundle-20-off,2109,1072,0.4916,125,8835.76
2025-10-27,/products/vitamin-c-serum,944,431,0.5433,37,2473.5
2025-10-28,/,462,155,0.6643,7,470.22
2025-10-28,/collections/bestsellers,596,239,0.5985,16,1048.11
2025-10-28,/lp/free-serum-sample,2394,981,0.5901,93,6269.19
2025-10-28,/lp/skincare-routine-quiz,1509,664,0.5599,51,3213.16
2025-10-28,/lp/spf-bundle-20-off,2145,1064,0.5039,132,9316.7
2025-10-28,/products/vitamin-c-serum,907,416,0.541,34,2311.83
2025-10-29,/,452,138,0.6945,7,497.74
2025-10-29,/collections/bestsellers,602,247,0.5904,15,1025.46
2025-10-29,/lp/free-serum-sample,2340,976,0.5831,83,5845.19
2025-10-29,/lp/skincare-routine-quiz,1429,620,0.5658,47,3255.35
2025-10-29,/lp/spf-bundle-20-off,2180,1070,0.5091,133,8989.19
2025-10-29,/products/vitamin-c-serum,957,450,0.5295,40,2664.18
2025-10-30,/,409,122,0.7014,6,388.52
2025-10-30,/collections/bestsellers,564,229,0.5931,15,1025.86
2025-10-30,/lp/free-serum-sample,2194,915,0.5828,83,5579.27
2025-10-30,/lp/skincare-routine-quiz,1399,613,0.562,50,3364.86
2025-10-30,/lp/spf-bundle-20-off,1987,1010,0.4917,121,7888.7
2025-10-30,/products/vitamin-c-serum,888,429,0.5167,34,2350.52
2025-10-31,/,536,180,0.6645,7,444.5
2025-10-31,/collections/bestsellers,758,312,0.5887,19,1231.28
2025-10-31,/lp/free-serum-sample,2699,1075,0.6017,103,6471.05
2025-10-31,/lp/skincare-routine-quiz,1616,750,0.5359,53,3317.91
2025-10-31,/lp/spf-bundle-20-off,2381,1182,0.5035,142,9210.21
2025-10-31,/products/vitamin-c-serum,1002,455,0.5463,41,2633.7
2025-11-01,/,448,142,0.6827,6,395.43
2025-11-01,/collections/bestsellers,592,237,0.5998,16,1032.71
2025-11-01,/lp/free-serum-sample,2131,883,0.5855,77,4902.33
2025-11-01,/lp/skincare-routine-quiz,1281,559,0.564,45,3168.96
2025-11-01,/lp/spf-bundle-20-off,1944,964,0.5042,120,7535.18
2025-11-01,/products/vitamin-c-serum,987,464,0.5295,40,2807.89
2025-11-02,/,476,159,0.6658,7,475.42
2025-11-02,/collections/bestsellers,697,274,0.6074,19,1245.16
2025-11-02,/lp/free-serum-sample,2688,1062,0.6049,94,6345.19
2025-11-02,/lp/skincare-routine-quiz,1504,698,0.5357,50,3177.03
2025-11-02,/lp/spf-bundle-20-off,2076,1072,0.4838,124,8709.45
2025-11-02,/products/vitamin-c-serum,1098,520,0.5261,42,2853.87
2025-11-03,/,477,160,0.6636,7,484.7
2025-11-03,/collections/bestsellers,606,243,0.5997,16,1061.45
2025-11-03,/lp/free-serum-sample,2205,899,0.5925,84,5646.18
2025-11-03,/lp/skincare-routine-quiz,1369,611,0.5537,49,3298.23
2025-11-03,/lp/spf-bundle-20-off,1852,931,0.4975,105,6725.13
2025-11-03,/products/vitamin-c-serum,936,447,0.522,39,2518.31
2025-11-04,/,514,162,0.6853,7,474.25
2025-11-04,/collections/bestsellers,614,254,0.587,16,1034.7
2025-11-04,/lp/free-serum-sample,2504,964,0.6152,97,6738.12
2025-11-04,/lp/skincare-routine-quiz,1428,638,0.5531,52,3492.45
2025-11-04,/lp/spf-bundle-20-off,2299,1142,0.5033,143,8993.15
2025-11-04,/products/vitamin-c-serum,1003,478,0.5236,41,2787.29
2025-11-05,/,436,137,0.6861,7,471.75
2025-11-05,/collections/bestsellers,540,217,0.599,14,950.07
2025-11-05,/lp/free-serum-sample,2163,905,0.5815,79,5076.66
2025-11-05,/lp/skincare-routine-quiz,1269,590,0.5353,43,2709.62
2025-11-05,/lp/spf-bundle-20-off,1893,935,0.5059,113,7231.83
2025-11-05,/products/vitamin-c-serum,918,443,0.5177,38,2479.83
2025-11-06,/,515,161,0.6881,7,471.36
2025-11-06,/collections/bestsellers,668,269,0.5967,18,1195.54
2025-11-06,/lp/free-serum-sample,2562,1018,0.6027,98,6816.23
2025-11-06,/lp/skincare-routine-quiz,1479,670,0.5468,48,3196.29
2025-11-06,/lp/spf-bundle-20-off,2044,1054,0.4842,129,9092.32
2025-11-06,/products/vitamin-c-serum,1056,507,0.52,43,2694.86
2025-11-07,/,529,167,0.6834,8,506.65
2025-11-07,/collections/bestsellers,694,265,0.618,18,1208.13
2025-11-07,/lp/free-serum-sample,2384,972,0.5922,91,5863.62
2025-11-07,/lp/skincare-routine-quiz,1617,719,0.5551,53,3530.21
2025-11-07,/lp/spf-bundle-20-off,2071,1054,0.4913,125,8004.81
2025-11-07,/products/vitamin-c-serum,977,461,0.5282,40,2543.29
2025-11-08,/,477,160,0.664,7,490.19
2025-11-08,/collections/bestsellers,618,251,0.5931,16,1136.85
2025-11-08,/lp/free-serum-sample,2389,921,0.6144,90,5710.4
2025-11-08,/lp/skincare-routine-quiz,1310,608,0.5355,47,3143.95
2025-11-08,/lp/spf-bundle-20-off,1895,958,0.4945,120,8302.98
2025-11-08,/products/vitamin-c-serum,895,429,0.521,38,2419.02
2025-11-09,/,515,162,0.685,7,459.31
2025-11-09,/collections/bestsellers,700,283,0.5961,19,1280.67
2025-11-09,/lp/free-serum-sample,2273,905,0.6019,82,5451.47
2025-11-09,/lp/skincare-routine-quiz,1528,707,0.5374,53,3430.54
2025-11-09,/lp/spf-bundle-20-off,2306,1143,0.5043,134,8595.23
2025-11-09,/products/vitamin-c-serum,975,467,0.5213,40,2662.77
2025-11-10,/,435,145,0.6658,6,404.62
2025-11-10,/collections/bestsellers,598,235,0.6068,17,1075.48
2025-11-10,/lp/free-serum-sample,2193,861,0.6074,81,5248.72
2025-11-10,/lp/skincare-routine-quiz,1403,614,0.5626,47,2990.91
2025-11-10,/lp/spf-bundle-20-off,1958,970,0.5047,115,7571.8
2025-11-10,/products/vitamin-c-serum,938,432,0.5393,36,2283.44
2025-11-11,/,508,170,0.6651,8,528.32
2025-11-11,/collections/bestsellers,683,267,0.6095,19,1333.88
2025-11-11,/lp/free-serum-sample,2663,1054,0.6042,104,7029.66
2025-11-11,/lp/skincare-routine-quiz,1620,709,0.5623,60,4181.4
2025-11-11,/lp/spf-bundle-20-off,2387,1178,0.5067,139,9441.33
2025-11-11,/products/vitamin-c-serum,951,443,0.5347,38,2761.14
2025-11-12,/,446,144,0.6761,6,401.76
2025-11-12,/collections/bestsellers,624,241,0.6133,16,1066.59
2025-11-12,/lp/free-serum-sample,2353,975,0.5857,89,5775.4
2025-11-12,/lp/skincare-routine-quiz,1326,600,0.5475,47,3270.4
2025-11-12,/lp/spf-bundle-20-off,2091,1047,0.4992,121,8511.95
2025-11-12,/products/vitamin-c-serum,964,444,0.5399,37,2389.21
2025-11-13,/,513,166,0.6756,7,480.67
2025-11-13,/collections/bestsellers,587,225,0.6173,16,1089.37
2025-11-13,/lp/free-serum-sample,2405,967,0.598,95,6079.56
2025-11-13,/lp/skincare-routine-quiz,1371,634,0.5372,50,3305.23
2025-11-13,/lp/spf-bundle-20-off,1992,1040,0.478,125,8106.56
2025-11-13,/products/vitamin-c-serum,945,455,0.5186,39,2691.23
2025-11-14,/,504,153,0.6955,8,527.17
2025-11-14,/collections/bestsellers,667,258,0.6131,18,1191.15
2025-11-14,/lp/free-serum-sample,2577,1025,0.6021,92,6040.3
2025-11-14,/lp/skincare-routine-quiz,1505,662,0.56,51,3409.01
2025-11-14,/lp/spf-bundle-20-off,2242,1147,0.4884,135,8891.09
2025-11-14,/products/vitamin-c-serum,1017,486,0.5217,40,2803.07
2025-11-15,/,450,138,0.6944,7,485.54
2025-11-15,/collections/bestsellers,619,254,0.589,17,1101.45
2025-11-15,/lp/free-serum-sample,2484,1021,0.5888,93,6442.5
2025-11-15,/lp/skincare-routine-quiz,1537,708,0.5396,51,3368.26
2025-11-15,/lp/spf-bundle-20-off,2005,1036,0.4835,119,7646.27
2025-11-15,/products/vitamin-c-serum,1008,461,0.5427,39,2668.92
2025-11-16,/,503,169,0.6635,8,535.41
2025-11-16,/collections/bestsellers,744,285,0.6163,20,1311.22
2025-11-16,/lp/free-serum-sample,2619,1046,0.6008,98,6923.48
2025-11-16,/lp/skincare-routine-quiz,1438,632,0.5606,48,3372.67
2025-11-16,/lp/spf-bundle-20-off,2156,1086,0.4964,125,8829.46
2025-11-16,/products/vitamin-c-serum,969,460,0.5249,40,2644.43
2025-11-17,/,460,156,0.6611,7,447.46
2025-11-17,/collections/bestsellers,650,268,0.5877,17,1052.35
2025-11-17,/lp/free-serum-sample,2371,922,0.611,94,5927.37
2025-11-17,/lp/skincare-routine-quiz,1286,592,0.5396,45,2796.4
2025-11-17,/lp/spf-bundle-20-off,2145,1100,0.4873,133,8336.01
2025-11-17,/products/vitamin-c-serum,966,448,0.5361,40,2707.85
2025-11-18,/,519,157,0.6975,8,566.83
2025-11-18,/collections/bestsellers,690,285,0.5863,17,1128.93
2025-11-18,/lp/free-serum-sample,2332,916,0.6073,89,6314.69
2025-11-18,/lp/skincare-routine-quiz,1370,644,0.5299,47,3175.5
2025-11-18,/lp/spf-bundle-20-off,2198,1093,0.5029,127,8395.77
2025-11-18,/products/vitamin-c-serum,987,472,0.5215,40,2844.84
2025-11-19,/,485,158,0.674,8,540.45
2025-11-19,/collections/bestsellers,720,301,0.5819,19,1251.43
2025-11-19,/lp/free-serum-sample,2555,1048,0.5897,99,6837.78
2025-11-19,/lp/skincare-routine-quiz,1561,697,0.5536,56,3657.4
2025-11-19,/lp/spf-bundle-20-off,2019,1053,0.4786,115,8014.13
2025-11-19,/products/vitamin-c-serum,957,448,0.5321,37,2408.02
2025-11-20,/,439,140,0.6808,7,471.59
2025-11-20,/collections/bestsellers,662,256,0.613,17,1159.56
2025-11-20,/lp/free-serum-sample,2313,971,0.58,87,5916.47
2025-11-20,/lp/skincare-routine-quiz,1454,659,0.5467,49,3329.7
2025-11-20,/lp/spf-bundle-20-off,1959,984,0.4978,112,7441.6
2025-11-20,/products/vitamin-c-serum,937,454,0.5159,39,2473.07
2025-11-21,/,550,170,0.6905,8,545.93
2025-11-21,/collections/bestsellers,653,260,0.602,17,1093.16
2025-11-21,/lp/free-serum-sample,2700,1058,0.608,102,6455.98
2025-11-21,/lp/skincare-routine-quiz,1424,656,0.539,47,3205.39
2025-11-21,/lp/spf-bundle-20-off,2330,1192,0.4882,139,9034.54
2025-11-21,/products/vitamin-c-serum,1103,535,0.515,46,3087.21
2025-11-22,/,508,172,0.6606,7,434.33
2025-11-22,/collections/bestsellers,662,274,0.5858,18,1220.75
2025-11-22,/lp/free-serum-sample,2351,962,0.5907,85,5909.38
2025-11-22,/lp/skincare-routine-quiz,1566,690,0.5591,58,3971.21
2025-11-22,/lp/spf-bundle-20-off,2143,1092,0.4905,126,7838.8
2025-11-22,/products/vitamin-c-serum,976,466,0.5229,38,2528.73
2025-11-23,/,520,173,0.6666,7,447.66
2025-11-23,/collections/bestsellers,644,263,0.5914,17,1205.65
2025-11-23,/lp/free-serum-sample,2511,1055,0.5797,96,6609.08
2025-11-23,/lp/skincare-routine-quiz,1448,638,0.5596,53,3484.14
2025-11-23,/lp/spf-bundle-20-off,2385,1210,0.4928,136,8992.22
2025-11-23,/products/vitamin-c-serum,1074,497,0.5373,44,2914.69
2025-11-24,/,440,145,0.6709,7,459.55
2025-11-24,/collections/bestsellers,597,236,0.6041,16,1028.79
2025-11-24,/lp/free-serum-sample,2187,883,0.5964,80,5079.42
2025-11-24,/lp/skincare-routine-quiz,1258,586,0.5341,43,2828.96
2025-11-24,/lp/spf-bundle-20-off,1837,957,0.4788,117,8127.39
2025-11-24,/products/vitamin-c-serum,936,444,0.526,37,2598.0
2025-11-25,/,431,137,0.6831,7,439.81
2025-11-25,/collections/bestsellers,620,245,0.6041,17,1090.29
2025-11-25,/lp/free-serum-sample,2092,858,0.5898,81,5505.66
2025-11-25,/lp/skincare-routine-quiz,1345,612,0.545,46,3035.52
2025-11-25,/lp/spf-bundle-20-off,2033,1020,0.4983,119,7505.95
2025-11-25,/products/vitamin-c-serum,847,398,0.53,34,2335.23
2025-11-26,/,413,134,0.675,6,416.57
2025-11-26,/collections/bestsellers,542,212,0.6095,15,996.86
2025-11-26,/lp/free-serum-sample,2119,841,0.603,79,5721.59
2025-11-26,/lp/skincare-routine-quiz,1385,613,0.5575,47,3313.66
2025-11-26,/lp/spf-bundle-20-off,1830,924,0.4949,110,7592.62
2025-11-26,/products/vitamin-c-serum,852,407,0.5223,35,2386.85
2025-11-27,/,498,165,0.6695,8,542.64
2025-11-27,/collections/bestsellers,748,291,0.611,20,1417.92
2025-11-27,/lp/free-serum-sample,2668,1062,0.6021,98,6423.94
2025-11-27,/lp/skincare-routine-quiz,1658,737,0.5555,58,3949.75
2025-11-27,/lp/spf-bundle-20-off,2352,1169,0.5031,138,9223.1
2025-11-27,/products/vitamin-c-serum,1071,514,0.5203,42,2957.34
2025-11-28,/,542,183,0.6629,9,612.87
2025-11-28,/collections/bestsellers,764,312,0.5913,20,1327.85
2025-11-28,/lp/free-serum-sample,2645,1093,0.5866,103,6632.87
2025-11-28,/lp/skincare-routine-quiz,1621,735,0.5465,58,3835.1
2025-11-28,/lp/spf-bundle-20-off,2445,1253,0.4874,147,9553.22
2025-11-28,/products/vitamin-c-serum,1071,505,0.5282,43,2972.44
2025-11-29,/,507,171,0.6632,8,535.65
2025-11-29,/collections/bestsellers,689,285,0.5868,18,1212.76
2025-11-29,/lp/free-serum-sample,2571,1062,0.5869,94,6469.34
2025-11-29,/lp/skincare-routine-quiz,1612,725,0.5504,56,3506.42
2025-11-29,/lp/spf-bundle-20-off,2336,1171,0.4988,143,9870.4
2025-11-29,/products/vitamin-c-serum,1101,507,0.5394,44,2933.82
2025-11-30,/,470,154,0.6721,7,450.84
2025-11-30,/collections/bestsellers,709,288,0.5939,20,1280.16
2025-11-30,/lp/free-serum-sample,2558,1016,0.6029,99,6587.22
2025-11-30,/lp/skincare-routine-quiz,1420,654,0.5392,49,3120.5
2025-11-30,/lp/spf-bundle-20-off,2307,1174,0.4909,138,9273.33
2025-11-30,/products/vitamin-c-serum,923,438,0.5257,37,2632.54
2025-12-01,/,537,166,0.6904,8,518.93
2025-12-01,/collections/bestsellers,678,279,0.5892,19,1256.16
2025-12-01,/lp/free-serum-sample,2507,1055,0.5792,98,6869.09
2025-12-01,/lp/skincare-routine-quiz,1500,694,0.5376,54,3531.11
2025-12-01,/lp/spf-bundle-20-off,2040,1045,0.4878,125,8560.84
2025-12-01,/products/vitamin-c-serum,1067,505,0.5269,44,2929.14
2025-12-02,/,500,155,0.6905,7,441.29
2025-12-02,/collections/bestsellers,667,274,0.5895,17,1167.09
2025-12-02,/lp/free-serum-sample,2415,961,0.6021,89,6218.93
2025-12-02,/lp/skincare-routine-quiz,1557,714,0.5414,53,3640.72
2025-12-02,/lp/spf-bundle-20-off,2144,1096,0.4887,128,8436.43
2025-12-02,/products/vitamin-c-serum,1094,529,0.5163,46,3195.21
2025-12-03,/,473,150,0.6819,7,464.4
2025-12-03,/collections/bestsellers,606,251,0.5858,16,1173.94
2025-12-03,/lp/free-serum-sample,2422,1022,0.5779,95,6431.37
2025-12-03,/lp/skincare-routine-quiz,1392,637,0.5421,47,3346.14
2025-12-03,/lp/spf-bundle-20-off,2072,1065,0.4859,133,9196.16
2025-12-03,/products/vitamin-c-serum,916,425,0.5363,39,2638.03
2025-12-04,/,539,166,0.6925,8,563.66
2025-12-04,/collections/bestsellers,724,299,0.5869,20,1398.89
2025-12-04,/lp/free-serum-sample,2372,940,0.6035,95,6318.42
2025-12-04,/lp/skincare-routine-quiz,1636,754,0.5393,61,4070.9
2025-12-04,/lp/spf-bundle-20-off,2084,1074,0.4847,129,8989.04
2025-12-04,/products/vitamin-c-serum,1065,496,0.5341,45,3158.38
2025-12-05,/,474,145,0.6948,7,466.31
2025-12-05,/collections/bestsellers,636,260,0.5915,18,1148.08
2025-12-05,/lp/free-serum-sample,2379,961,0.596,92,6425.98
2025-12-05,/lp/skincare-routine-quiz,1566,744,0.5246,57,3833.38
2025-12-05,/lp/spf-bundle-20-off,2254,1157,0.4869,131,8649.26
2025-12-05,/products/vitamin-c-serum,1078,507,0.5297,43,3061.54
2025-12-06,/,481,159,0.67,7,486.74
2025-12-06,/collections/bestsellers,750,304,0.5943,20,1387.14
2025-12-06,/lp/free-serum-sample,2542,1043,0.5898,103,7000.17
2025-12-06,/lp/skincare-routine-quiz,1609,760,0.5276,57,4016.01
2025-12-06,/lp/spf-bundle-20-off,2433,1222,0.4979,149,10455.56
2025-12-06,/products/vitamin-c-serum,1012,485,0.5203,43,2872.16
2025-12-07,/,511,165,0.6769,8,522.09
2025-12-07,/collections/bestsellers,737,308,0.5822,20,1414.42
2025-12-07,/lp/free-serum-sample,2695,1108,0.5889,99,7032.47
2025-12-07,/lp/skincare-routine-quiz,1499,710,0.5263,54,3891.77
2025-12-07,/lp/spf-bundle-20-off,2383,1228,0.4848,139,9287.12
2025-12-07,/products/vitamin-c-serum,1054,509,0.5172,42,2831.31
2025-12-08,/,510,167,0.6734,8,561.79
2025-12-08,/collections/bestsellers,619,244,0.6059,17,1172.85
2025-12-08,/lp/free-serum-sample,2536,1046,0.5877,92,6257.77
2025-12-08,/lp/skincare-routine-quiz,1553,720,0.5365,52,3356.01
2025-12-08,/lp/spf-bundle-20-off,2002,1016,0.4924,125,7843.43
2025-12-08,/products/vitamin-c-serum,1018,474,0.5343,42,2655.75
2025-12-09,/,527,180,0.659,8,526.47
2025-12-09,/collections/bestsellers,672,275,0.5904,19,1252.75
2025-12-09,/lp/free-serum-sample,2259,948,0.5802,88,5829.5
2025-12-09,/lp/skincare-routine-quiz,1488,698,0.5306,51,3332.2
2025-12-09,/lp/spf-bundle-20-off,2170,1106,0.4905,135,9090.89
2025-12-09,/products/vitamin-c-serum,1055,496,0.5301,45,3050.32
2025-12-10,/,420,137,0.6738,6,420.95
2025-12-10,/collections/bestsellers,557,216,0.6116,14,999.1
2025-12-10,/lp/free-serum-sample,2222,888,0.6002,89,6214.63
2025-12-10,/lp/skincare-routine-quiz,1332,618,0.5364,47,3004.13
2025-12-10,/lp/spf-bundle-20-off,2094,1073,0.4875,125,8296.63
2025-12-10,/products/vitamin-c-serum,836,393,0.5296,35,2507.84
2025-12-11,/,483,151,0.6884,7,497.03
2025-12-11,/collections/bestsellers,661,272,0.589,18,1220.18
2025-12-11,/lp/free-serum-sample,2276,960,0.5782,92,6404.18
2025-12-11,/lp/skincare-routine-quiz,1377,615,0.5531,50,3484.68
2025-12-11,/lp/spf-bundle-20-off,2211,1107,0.4991,136,9295.4
2025-12-11,/products/vitamin-c-serum,1026,499,0.514,42,2732.09
2025-12-12,/,543,169,0.6883,8,544.17
2025-12-12,/collections/bestsellers,811,331,0.592,21,1346.94
2025-12-12,/lp/free-serum-sample,2756,1098,0.6017,102,7096.37
2025-12-12,/lp/skincare-routine-quiz,1678,790,0.529,62,4003.34
2025-12-12,/lp/spf-bundle-20-off,2344,1218,0.4805,136,9572.36
2025-12-12,/products/vitamin-c-serum,1193,569,0.5227,46,2902.23
2025-12-13,/,505,168,0.6683,8,548.65
2025-12-13,/collections/bestsellers,687,287,0.5827,19,1227.98
2025-12-13,/lp/free-serum-sample,2361,955,0.5956,95,6681.79
2025-12-13,/lp/skincare-routine-quiz,1444,649,0.5508,51,3575.16
2025-12-13,/lp/spf-bundle-20-off,2081,1053,0.4941,121,8416.64
2025-12-13,/products/vitamin-c-serum,1002,464,0.5365,39,2583.55
2025-12-14,/,581,179,0.6925,9,637.09
2025-12-14,/collections/bestsellers,704,277,0.6069,19,1327.14
2025-12-14,/lp/free-serum-sample,2936,1235,0.5793,117,8569.11
2025-12-14,/lp/skincare-routine-quiz,1782,845,0.526,61,4189.6
2025-12-14,/lp/spf-bundle-20-off,2503,1270,0.4925,160,11423.54
2025-12-14,/products/vitamin-c-serum,1074,506,0.5292,45,2942.98
2025-12-15,/,465,156,0.6644,7,465.37
2025-12-15,/collections/bestsellers,693,277,0.5998,20,1388.18
2025-12-15,/lp/free-serum-sample,2327,990,0.5746,84,5571.04
2025-12-15,/lp/skincare-routine-quiz,1565,713,0.5443,59,3972.53
2025-12-15,/lp/spf-bundle-20-off,2250,1191,0.4707,146,10087.44
2025-12-15,/products/vitamin-c-serum,1082,511,0.5276,44,3072.21
2025-12-16,/,468,152,0.6754,7,483.62
2025-12-16,/collections/bestsellers,683,276,0.5963,19,1277.7
2025-12-16,/lp/free-serum-sample,2438,1013,0.5847,92,5905.24
2025-12-16,/lp/skincare-routine-quiz,1434,666,0.5354,51,3440.24
2025-12-16,/lp/spf-bundle-20-off,2019,1033,0.4882,119,8546.46
2025-12-16,/products/vitamin-c-serum,951,456,0.521,38,2645.1
2025-12-17,/,515,159,0.6917,8,528.91
2025-12-17,/collections/bestsellers,712,280,0.6071,20,1371.34
2025-12-17,/lp/free-serum-sample,2697,1135,0.5791,109,7777.0
2025-12-17,/lp/skincare-routine-quiz,1461,688,0.5292,50,3617.06
2025-12-17,/lp/spf-bundle-20-off,2271,1149,0.4941,137,9931.93
2025-12-17,/products/vitamin-c-serum,1072,518,0.5165,47,3208.23
2025-12-18,/,496,167,0.6626,7,496.44
2025-12-18,/collections/bestsellers,695,292,0.5805,18,1201.8
2025-12-18,/lp/free-serum-sample,2681,1095,0.5915,108,7279.81
2025-12-18,/lp/skincare-routine-quiz,1398,657,0.5297,47,3200.15
2025-12-18,/lp/spf-bundle-20-off,2305,1185,0.4858,146,9826.1
2025-12-18,/products/vitamin-c-serum,1056,500,0.5268,44,2973.05
2025-12-19,/,595,196,0.6714,9,639.74
2025-12-19,/collections/bestsellers,792,320,0.5962,21,1499.35
2025-12-19,/lp/free-serum-sample,3167,1321,0.5828,116,7549.69
2025-12-19,/lp/skincare-routine-quiz,1878,853,0.5458,67,4433.59
2025-12-19,/lp/spf-bundle-20-off,2408,1263,0.4753,154,10244.99
2025-12-19,/products/vitamin-c-serum,1168,560,0.5203,45,2978.63
2025-12-20,/,602,195,0.6754,9,593.54
2025-12-20,/collections/bestsellers,788,331,0.5804,21,1381.79
2025-12-20,/lp/free-serum-sample,2949,1222,0.5857,114,7806.67
2025-12-20,/lp/skincare-routine-quiz,1689,789,0.5327,59,3946.89
2025-12-20,/lp/spf-bundle-20-off,2656,1401,0.4724,157,10583.29
2025-12-20,/products/vitamin-c-serum,1224,591,0.5173,48,3245.48
2025-12-21,/,449,149,0.6682,7,434.7
2025-12-21,/collections/bestsellers,673,274,0.593,19,1181.26
2025-12-21,/lp/free-serum-sample,2429,996,0.5901,97,6274.37
2025-12-21,/lp/skincare-routine-quiz,1495,716,0.5213,56,3816.79
2025-12-21,/lp/spf-bundle-20-off,2014,1013,0.4972,129,8830.78
2025-12-21,/products/vitamin-c-serum,1003,471,0.5304,43,2670.33
2025-12-22,/,559,178,0.6819,9,595.77
2025-12-22,/collections/bestsellers,708,280,0.6049,20,1411.22
2025-12-22,/lp/free-serum-sample,2711,1116,0.5885,102,6589.42
2025-12-22,/lp/skincare-routine-quiz,1622,742,0.5423,59,3720.43
2025-12-22,/lp/spf-bundle-20-off,2241,1178,0.4744,131,9153.02
2025-12-22,/products/vitamin-c-serum,1009,471,0.5335,43,2743.58
2025-12-23,/,511,162,0.6821,8,555.34
2025-12-23,/collections/bestsellers,669,274,0.5909,19,1296.77
2025-12-23,/lp/free-serum-sample,2550,1059,0.5847,101,6373.42
2025-12-23,/lp/skincare-routine-quiz,1424,659,0.5374,51,3263.15
2025-12-23,/lp/spf-bundle-20-off,1974,997,0.4948,115,7927.75
2025-12-23,/products/vitamin-c-serum,977,468,0.521,40,2732.1
2025-12-24,/,545,181,0.6673,8,582.77
2025-12-24,/collections/bestsellers,712,289,0.5935,19,1242.66
2025-12-24,/lp/free-serum-sample,2401,1010,0.5793,94,6805.57
2025-12-24,/lp/skincare-routine-quiz,1523,694,0.5441,55,3669.34
2025-12-24,/lp/spf-bundle-20-off,2077,1090,0.4754,126,8938.35
2025-12-24,/products/vitamin-c-serum,1010,491,0.514,40,2620.56
2025-12-25,/,520,170,0.6738,8,555.85
2025-12-25,/collections/bestsellers,693,281,0.5945,19,1262.95
2025-12-25,/lp/free-serum-sample,2514,1040,0.5863,99,6496.36
2025-12-25,/lp/skincare-routine-quiz,1459,665,0.5443,54,3715.52
2025-12-25,/lp/spf-bundle-20-off,2316,1200,0.4817,148,10274.58
2025-12-25,/products/vitamin-c-serum,990,482,0.5135,42,2855.06
2025-12-26,/,538,174,0.6767,9,619.47
2025-12-26,/collections/bestsellers,675,264,0.6095,19,1309.11
2025-12-26,/lp/free-serum-sample,2754,1111,0.5965,109,7197.75
2025-12-26,/lp/skincare-routine-quiz,1658,781,0.529,59,4224.07
2025-12-26,/lp/spf-bundle-20-off,2169,1147,0.4711,136,8949.92
2025-12-26,/products/vitamin-c-serum,1062,505,0.5249,44,3185.73
2025-12-27,/,506,164,0.6755,8,521.52
