date,ad_spend,impressions,clicks,gads_conversions,gads_conv_value,spend_high_intent,spend_crm_verified,orders,revenue,paid_orders,paid_revenue,new_customers,returning_orders,returning_revenue,first_order_customers,repeat_within_90d,leads_created,leads_converted,sessions,engaged_sessions,lp_conversions,lp_revenue,emails_sent,emails_delivered,emails_opened,emails_clicked,emails_sent_segmented,emails_sent_batch,emails_delivered_segmented,emails_opened_segmented,emails_clicked_segmented,carts_created,carts_recovered,open_pipeline_value,clv_value,cohort_d30_gp
2026-03-16,4093.63,72419,3666,271.7,17820.89,3283,3600,293,19413.84,246,16219.45,192,101,6565.39,192,25,119,7,10626,5063,471,32515.98,1104,1079,328,50,1104,0,1079,328,50,128,28,912391.49,69.81,9823.27
2026-03-17,4250.34,73308,3514,274.2,18015.23,3414,3750,286,19716.27,240,16533.38,188,98,6676.23,188,24,104,5,9910,4685,451,31282.29,832,816,280,51,832,0,816,280,51,145,39,960142.15,69.88,10051.57
2026-03-18,3792.81,69088,3235,243.4,16587.58,3070,3334,266,18923.85,223,15806.93,175,91,6057.33,175,28,108,3,9838,4607,431,30518.87,8121,7924,1559,235,1766,6355,1728,510,88,123,31,943117.81,69.95,9996.66
2026-03-19,4018.93,72195,3466,259.2,17688.77,3222,3530,278,19293.48,233,16085.13,182,96,6706.63,182,23,123,7,9701,4627,433,29378.85,414,407,167,30,414,0,407,167,30,129,39,933717.31,70.02,9702.28
2026-03-20,3983.1,70137,3446,256.8,17951.37,3173,3491,279,19679.56,234,16461.01,184,95,6809.57,184,30,108,8,10664,4952,467,33005.54,1878,1831,572,100,1878,0,1831,572,100,138,28,963723.33,70.1,10356.01
2026-03-21,4300.44,78076,3705,278.9,19364.65,3430,3765,306,21043.58,257,17633.14,205,101,6778.5,205,35,111,4,10504,4944,488,34471.77,3621,3562,1077,192,3621,0,3562,1077,192,155,32,911177.81,70.17,11132.39
2026-03-22,4114.33,72788,3479,267.3,18454.45,3309,3622,286,20095.7,240,16686.24,188,98,6791.23,188,25,122,7,10369,4973,479,33485.92,7629,7458,1678,269,2324,5305,2286,750,138,134,25,974744.25,70.25,10333.74
2026-03-23,4036.27,69783,3435,255.1,17916.97,3268,3553,279,19507.01,234,16479.44,182,97,6793.67,182,31,123,9,10506,4891,476,34472.75,2044,2023,626,111,2044,0,2023,626,111,141,27,910285.74,70.33,9909.73
2026-03-24,4127.81,68917,3518,261.8,17670.86,3342,3659,273,19263.84,229,16070.28,178,95,6947.46,178,24,103,3,10352,4921,478,33684.25,420,414,171,30,420,0,414,171,30,145,30,937688.13,70.42,9836.16
2026-03-25,3961.73,65703,3407,241.7,17575.55,3214,3478,261,18414.21,219,15702.54,170,91,6193.34,170,22,120,1,10464,5041,467,32685.18,1098,1074,395,75,1098,0,1074,395,75,132,24,983715.64,70.5,9500.52
2026-03-26,3919.46,67391,3375,258.5,16553.36,3132,3441,276,18452.27,232,15599.16,178,98,6689.43,178,23,110,6,9744,4652,438,29973.46,1881,1847,558,101,1881,0,1847,558,101,153,42,982949.09,70.59,9033.53
2026-03-27,4115.36,71972,3591,265.6,18286.22,3316,3605,290,19873.34,244,16609.73,187,103,7218.73,187,20,122,12,11258,5284,495,34211.45,2156,2117,698,119,2156,0,2117,698,119,152,31,951976.27,70.67,9807.02
2026-03-28,4229.95,78265,3960,281.1,18734.43,3427,3715,296,20902.28,249,17755.5,193,103,7272.71,193,24,122,7,10988,5196,493,34638.48,3292,3241,997,176,3292,0,3241,997,176,148,40,979547.55,70.76,10584.8
2026-03-29,3787.89,69370,3316,245.4,17246.01,3069,3325,263,18726.51,221,15804.43,171,92,6697.84,171,19,109,12,9769,4618,436,31614.44,3225,3152,1041,188,3225,0,3152,1041,188,138,27,929420.69,70.84,9346.53
2026-03-30,3592.87,65704,3271,245.2,16794.08,2854,3175,265,18276.42,223,15341.12,170,95,6682.77,170,18,120,4,8993,4325,406,27781.82,2366,2339,787,137,2366,0,2339,787,137,151,39,985345.75,70.93,8942.12
2026-03-31,3847.16,70768,3397,247.8,17579.67,3078,3391,267,19471.79,225,16537.51,173,94,6747.3,173,20,118,7,9426,4600,413,30122.66,1459,1437,462,83,1459,0,1437,462,83,134,31,991715.46,71.02,10003.01
2026-04-01,3603.89,65306,3245,242.2,17206.99,2872,3178,253,17699.51,213,14905.27,165,88,6039.99,165,17,101,4,9330,4453,424,30065.93,1914,1873,574,96,1914,0,1873,574,96,143,33,989278.62,71.12,9162.1
2026-04-02,4048.82,70287,3544,266.5,18288.43,3261,3592,278,20127.32,234,16895.77,178,100,7094.29,178,22,116,6,10649,4944,488,34450.45,483,473,183,35,483,0,473,183,35,152,35,946813.02,71.21,10145.99
2026-04-03,3925.99,72972,3689,254.5,17396.48,3169,3436,265,19647.11,223,16352.97,174,91,6859.26,174,18,116,11,11070,5275,505,34960.11,2428,2382,653,112,2428,0,2382,653,112,151,32,970981.19,71.31,9873.47
2026-04-04,3893.4,75284,3582,250.9,17928.99,3136,3420,280,19266.4,236,16243.26,180,100,7183.01,180,17,117,4,10407,4942,475,33870.31,2816,2758,803,142,2816,0,2758,803,142,165,33,978854.6,71.41,9292.09
2026-04-05,3949.14,71279,3458,257.6,18904.15,3160,3470,277,20410.07,234,17118.47,177,100,7332.21,177,16,112,5,10591,5070,484,35017.61,0,0,0,0,0,0,0,0,0,135,26,961668.08,71.52,9962.2
2026-04-06,4037.06,73362,3601,253.3,16874.56,3262,3553,279,18952.84,235,16062.82,181,98,6737.57,181,11,112,7,10718,5202,493,32900.07,3788,3724,1167,215,3788,0,3724,1167,215,151,22,1008560.99,71.61,8988.15
2026-04-07,4108.73,69399,3731,250.0,18034.12,3328,3635,270,19361.7,228,16402.93,176,94,6729.88,176,17,122,6,10442,4944,455,33708.25,0,0,0,0,0,0,0,0,0,144,40,986058.51,71.71,9721.74
2026-04-08,3598.83,63664,3275,243.8,17035.98,2905,3190,253,18669.5,214,15704.76,166,87,6190.68,166,12,108,4,9797,4689,450,32659.89,2548,2498,833,153,2548,0,2498,833,153,150,36,997299.21,71.8,9293.6
2026-04-09,3868.32,68692,3472,265.5,17344.82,3116,3395,279,19435.84,236,16545.27,177,102,7162.03,177,13,127,8,9963,4724,455,30722.29,1335,1317,348,61,1335,0,1317,348,61,159,41,937107.73,71.9,9152.42
2026-04-10,3705.54,66082,3261,249.0,16853.28,3003,3286,262,18164.01,221,15421.87,170,92,6343.69,170,17,111,6,9857,4732,444,30834.88,2848,2791,886,171,2848,0,2791,886,171,156,36,998925.97,72.0,9262.88
2026-04-11,4267.3,78063,3774,276.0,19558.77,3475,3794,286,20773.51,242,17585.91,184,102,7743.99,184,12,119,5,11750,5614,548,40202.56,1079,1051,283,49,1079,0,1051,283,49,140,36,983807.87,72.1,9796.34
2026-04-12,4152.49,72901,3772,266.5,18340.75,3336,3688,288,19554.33,243,16663.29,184,104,6996.83,184,8,118,5,10887,5159,509,35793.36,2643,2586,851,154,2643,0,2586,851,154,154,37,992210.02,72.19,9121.97
2026-04-13,3921.13,72734,3592,261.7,17750.38,3174,3458,272,19301.06,230,16229.3,176,96,6763.07,176,16,126,11,10499,5054,489,36056.79,1291,1275,477,91,1291,0,1275,477,91,153,44,950448.02,72.28,9525.35
2026-04-14,4023.06,69809,3680,269.3,17854.95,3259,3540,278,19425.18,235,16296.0,177,101,6817.75,177,10,115,5,10199,4888,462,32181.37,1124,1104,407,77,1124,0,1104,407,77,139,34,988422.36,72.37,9235.11
2026-04-15,4000.6,71636,3545,271.3,18038.6,3215,3534,290,19628.92,245,16552.5,186,104,7191.02,186,8,119,5,10659,5109,486,34012.7,1780,1752,525,103,1780,0,1752,525,103,155,35,991024.43,72.46,9151.56
2026-04-16,3586.92,63639,3375,250.6,16944.24,2874,3173,269,17900.23,228,15100.65,171,98,6707.86,171,12,113,5,9532,4539,418,29640.27,7777,7596,1763,284,3014,4763,2952,919,158,159,41,981629.35,72.54,8411.93
2026-04-17,4277.08,75414,3993,277.6,19244.43,3469,3797,289,20227.5,245,17215.53,186,103,7081.77,186,10,114,5,11446,5482,519,35865.81,3227,3175,1011,176,3227,0,3175,1011,176,161,40,1018239.06,72.62,9749.05
2026-04-18,4258.66,81455,3973,284.8,19830.74,3466,3760,298,22003.81,252,18808.7,191,107,7993.95,191,6,113,7,12342,5871,552,38442.58,0,0,0,0,0,0,0,0,0,162,39,978833.58,72.7,10061.79
2026-04-19,3819.18,68381,3535,247.7,17588.64,3075,3380,264,18718.28,224,15857.98,171,93,6434.39,171,13,116,8,10542,5048,481,34441.68,832,814,294,53,832,0,814,294,53,154,29,1000819.37,72.79,9234.46
2026-04-20,4078.88,72482,3750,270.7,18466.51,3307,3604,278,19458.58,236,16631.91,178,100,7013.29,178,7,111,3,10577,5076,487,33907.37,4365,4292,1377,247,4365,0,4292,1377,247,154,43,1023091.37,72.87,9076.52
2026-04-21,3507.24,64742,3327,242.9,16714.25,2853,3112,251,17799.36,213,15238.57,160,91,6310.37,160,7,110,3,9587,4710,438,31914.08,8655,8480,2028,331,3875,4780,3820,1191,210,134,35,1025144.57,72.95,8406.43
2026-04-22,3949.85,68902,3803,271.7,18912.44,3214,3514,288,20716.35,244,17506.63,185,103,7262.69,185,1,105,5,11091,5348,517,34822.31,1261,1234,325,58,1261,0,1234,325,58,130,37,962235.1,73.03,9458.12
2026-04-23,3846.06,69071,3573,270.1,17928.52,3123,3410,281,20032.02,238,17015.41,181,100,7422.61,181,5,120,4,10852,5209,485,34227.31,0,0,0,0,0,0,0,0,0,148,45,990849.21,73.11,9074.92
2026-04-24,3810.88,71244,3699,251.9,17658.82,3074,3360,270,19417.24,229,16388.13,170,100,7158.46,170,1,123,1,10961,5193,508,36841.55,1299,1280,486,92,1299,0,1280,486,92,153,37,1031409.4,73.19,8586.44
2026-04-25,4298.58,80412,4081,284.4,20609.39,3454,3801,301,21061.02,255,17952.47,189,112,7822.43,189,1,117,5,11839,5796,542,37244.23,2408,2360,812,142,2408,0,2360,812,142,161,44,1024323.65,73.27,9324.34
2026-04-26,3941.18,78592,3805,272.4,18838.7,3160,3501,284,19863.63,241,16617.47,179,105,7287.68,179,2,119,1,12029,5764,551,38682.82,2103,2068,700,118,2103,0,2068,700,118,143,43,996045.72,73.36,8836.6
2026-04-27,3935.3,69425,3616,255.0,18391.51,3180,3458,274,19462.81,233,16545.27,172,102,7412.68,172,2,123,1,10432,5060,481,34456.84,4508,4420,1500,267,4508,0,4420,1500,267,158,44,989997.16,73.45,8548.47
2026-04-28,3691.34,70303,3619,257.9,17821.61,2990,3274,276,19245.89,234,16262.74,172,104,7036.65,172,1,124,1,11048,5276,498,34504.0,4590,4491,1484,258,4590,0,4491,1484,258,142,31,1012308.57,73.54,8592.06
2026-04-29,3678.92,67320,3549,247.7,17518.1,2966,3247,258,18584.07,219,15828.29,163,95,6752.04,163,1,116,1,10468,5021,473,34205.62,6236,6092,1331,225,2125,4111,2084,648,116,136,15,1024492.19,73.63,8331.25
2026-04-30,3704.89,69310,3479,258.6,17389.37,2967,3270,272,19463.14,231,16444.02,169,103,7116.27,169,0,114,0,9916,4807,448,31158.48,0,0,0,0,0,0,0,0,0,157,6,1013030.17,73.72,8642.81
