Record ID,Deal Name,Deal Stage,Pipeline,Amount,Create Date,Close Date,Associated Contact ID,Deal owner,Google ad click id,Customer first order date
540438,Order 540438,Closed won,Ecommerce Pipeline,86.07,2026-04-10,2026-04-10,228392,PureGlow Storefront,Cj0KCQ42x00039436AbVxYz,2026-03-09
540439,Order 540439,Closed won,Ecommerce Pipeline,62.19,2026-04-10,2026-04-10,237970,PureGlow Storefront,Cj0KCQ42x00039437AbVxYz,2026-04-10
540440,Order 540440,Closed won,Ecommerce Pipeline,63.57,2026-04-10,2026-04-10,222822,PureGlow Storefront,Cj0KCQ42x00039438AbVxYz,2026-02-18
540441,Order 540441,Closed won,Ecommerce Pipeline,68.67,2026-04-10,2026-04-10,145930,PureGlow Storefront,Cj0KCQ42x00039439AbVxYz,2024-10-01
540442,Order 540442,Closed won,Ecommerce Pipeline,64.91,2026-04-10,2026-04-10,237971,PureGlow Storefront,Cj0KCQ42x00039440AbVxYz,2026-04-10
540443,Order 540443,Closed won,Ecommerce Pipeline,91.61,2026-04-10,2026-04-10,237972,PureGlow Storefront,Cj0KCQ42x00039441AbVxYz,2026-04-10
540444,Order 540444,Closed won,Ecommerce Pipeline,129.27,2026-04-10,2026-04-10,235664,PureGlow Storefront,Cj0KCQ42x00039442AbVxYz,2026-04-02
540445,Order 540445,Closed won,Ecommerce Pipeline,81.97,2026-04-10,2026-04-10,237973,PureGlow Storefront,Cj0KCQ42x00039443AbVxYz,2026-04-10
540446,Order 540446,Closed won,Ecommerce Pipeline,31.85,2026-04-10,2026-04-10,237817,PureGlow Storefront,Cj0KCQ42x00039444AbVxYz,2026-04-10
540447,Order 540447,Closed won,Ecommerce Pipeline,89.83,2026-04-10,2026-04-10,230115,PureGlow Storefront,Cj0KCQ42x00039445AbVxYz,2026-03-15
540448,Order 540448,Closed won,Ecommerce Pipeline,63.76,2026-04-10,2026-04-10,237974,PureGlow Storefront,,2026-04-10
540449,Order 540449,Closed won,Ecommerce Pipeline,95.48,2026-04-10,2026-04-10,237975,PureGlow Storefront,Cj0KCQ42x00039446AbVxYz,2026-04-10
540450,Order 540450,Closed won,Ecommerce Pipeline,113.61,2026-04-10,2026-04-10,144549,PureGlow Storefront,Cj0KCQ42x00039447AbVxYz,2024-12-31
540451,Order 540451,Closed won,Ecommerce Pipeline,59.89,2026-04-10,2026-04-10,237976,PureGlow Storefront,Cj0KCQ42x00039448AbVxYz,2026-04-10
540452,Order 540452,Closed won,Ecommerce Pipeline,74.09,2026-04-10,2026-04-10,237977,PureGlow Storefront,Cj0KCQ42x00039449AbVxYz,2026-04-10
540453,Order 540453,Closed won,Ecommerce Pipeline,92.25,2026-04-10,2026-04-10,237978,PureGlow Storefront,Cj0KCQ42x00039450AbVxYz,2026-04-10
540454,Order 540454,Closed won,Ecommerce Pipeline,54.56,2026-04-10,2026-04-10,237979,PureGlow Storefront,Cj0KCQ42x00039451AbVxYz,2026-04-10
540455,Order 540455,Closed won,Ecommerce Pipeline,85.54,2026-04-10,2026-04-10,159414,PureGlow Storefront,Cj0KCQ42x00039452AbVxYz,2025-07-23
540456,Order 540456,Closed won,Ecommerce Pipeline,88.01,2026-04-10,2026-04-10,140443,PureGlow Storefront,Cj0KCQ42x00039453AbVxYz,2025-03-19
540457,Order 540457,Closed won,Ecommerce Pipeline,47.52,2026-04-10,2026-04-10,237980,PureGlow Storefront,Cj0KCQ42x00039454AbVxYz,2026-04-10
540458,Order 540458,Closed won,Ecommerce Pipeline,68.43,2026-04-10,2026-04-10,237981,PureGlow Storefront,Cj0KCQ42x00039455AbVxYz,2026-04-10
540459,Order 540459,Closed won,Ecommerce Pipeline,106.30,2026-04-10,2026-04-10,229530,PureGlow Storefront,Cj0KCQ42x00039456AbVxYz,2026-03-13
540460,Order 540460,Closed won,Ecommerce Pipeline,82.83,2026-04-10,2026-04-10,237982,PureGlow Storefront,Cj0KCQ42x00039457AbVxYz,2026-04-10
540461,Order 540461,Closed won,Ecommerce Pipeline,93.58,2026-04-10,2026-04-10,237983,PureGlow Storefront,Cj0KCQ42x00039458AbVxYz,2026-04-10
540462,Order 540462,Closed won,Ecommerce Pipeline,35.22,2026-04-10,2026-04-10,237984,PureGlow Storefront,Cj0KCQ42x00039459AbVxYz,2026-04-10
540463,Order 540463,Closed won,Ecommerce Pipeline,101.18,2026-04-10,2026-04-10,237985,PureGlow Storefront,Cj0KCQ42x00039460AbVxYz,2026-04-10
540464,Order 540464,Closed won,Ecommerce Pipeline,52.96,2026-04-10,2026-04-10,215840,PureGlow Storefront,Cj0KCQ42x00039461AbVxYz,2026-01-25
540465,Order 540465,Closed won,Ecommerce Pipeline,106.52,2026-04-10,2026-04-10,237986,PureGlow Storefront,Cj0KCQ42x00039462AbVxYz,2026-04-10
540466,Order 540466,Closed won,Ecommerce Pipeline,47.04,2026-04-10,2026-04-10,237987,PureGlow Storefront,,2026-04-10
540467,Order 540467,Closed won,Ecommerce Pipeline,62.02,2026-04-10,2026-04-10,237988,PureGlow Storefront,Cj0KCQ42x00039463AbVxYz,2026-04-10
540468,Order 540468,Closed won,Ecommerce Pipeline,40.06,2026-04-10,2026-04-10,237989,PureGlow Storefront,Cj0KCQ42x00039464AbVxYz,2026-04-10
540469,Order 540469,Closed won,Ecommerce Pipeline,58.71,2026-04-10,2026-04-10,237990,PureGlow Storefront,Cj0KCQ42x00039465AbVxYz,2026-04-10
540470,Order 540470,Closed won,Ecommerce Pipeline,84.28,2026-04-10,2026-04-10,237991,PureGlow Storefront,Cj0KCQ42x00039466AbVxYz,2026-04-10
540471,Order 540471,Closed won,Ecommerce Pipeline,91.86,2026-04-10,2026-04-10,226018,PureGlow Storefront,Cj0KCQ42x00039467AbVxYz,2026-03-01
540472,Order 540472,Closed won,Ecommerce Pipeline,81.88,2026-04-10,2026-04-10,166212,PureGlow Storefront,Cj0KCQ42x00039468AbVxYz,2025-05-22
540473,Order 540473,Closed won,Ecommerce Pipeline,57.29,2026-04-10,2026-04-10,237992,PureGlow Storefront,Cj0KCQ42x00039469AbVxYz,2026-04-10
540474,Order 540474,Closed won,Ecommerce Pipeline,86.44,2026-04-10,2026-04-10,237993,PureGlow Storefront,Cj0KCQ42x00039470AbVxYz,2026-04-10
540475,Order 540475,Closed won,Ecommerce Pipeline,82.39,2026-04-10,2026-04-10,237994,PureGlow Storefront,Cj0KCQ42x00039471AbVxYz,2026-04-10
540476,Order 540476,Closed won,Ecommerce Pipeline,72.58,2026-04-10,2026-04-10,219502,PureGlow Storefront,Cj0KCQ42x00039472AbVxYz,2026-02-07
540477,Order 540477,Closed won,Ecommerce Pipeline,86.99,2026-04-10,2026-04-10,237995,PureGlow Storefront,Cj0KCQ42x00039473AbVxYz,2026-04-10
540478,Order 540478,Closed won,Ecommerce Pipeline,47.92,2026-04-10,2026-04-10,232667,PureGlow Storefront,Cj0KCQ42x00039474AbVxYz,2026-03-23
540479,Order 540479,Closed won,Ecommerce Pipeline,84.78,2026-04-10,2026-04-10,145844,PureGlow Storefront,Cj0KCQ42x00039475AbVxYz,2024-11-07
540480,Order 540480,Closed won,Ecommerce Pipeline,93.70,2026-04-10,2026-04-10,237996,PureGlow Storefront,Cj0KCQ42x00039476AbVxYz,2026-04-10
540481,Order 540481,Closed won,Ecommerce Pipeline,73.33,2026-04-10,2026-04-10,111213,PureGlow Storefront,Cj0KCQ42x00039477AbVxYz,2025-11-10
540482,Order 540482,Closed won,Ecommerce Pipeline,54.35,2026-04-10,2026-04-10,237997,PureGlow Storefront,Cj0KCQ42x00039478AbVxYz,2026-04-10
540483,Order 540483,Closed won,Ecommerce Pipeline,66.24,2026-04-10,2026-04-10,228085,PureGlow Storefront,Cj0KCQ42x00039479AbVxYz,2026-03-08
540484,Order 540484,Closed won,Ecommerce Pipeline,82.55,2026-04-10,2026-04-10,216892,PureGlow Storefront,Cj0KCQ42x00039480AbVxYz,2026-01-29
540485,Order 540485,Closed won,Ecommerce Pipeline,43.44,2026-04-10,2026-04-10,219971,PureGlow Storefront,Cj0KCQ42x00039481AbVxYz,2026-02-08
540486,Order 540486,Closed won,Ecommerce Pipeline,26.93,2026-04-10,2026-04-10,237998,PureGlow Storefront,Cj0KCQ42x00039482AbVxYz,2026-04-10
540487,Order 540487,Closed won,Ecommerce Pipeline,63.01,2026-04-10,2026-04-10,237999,PureGlow Storefront,Cj0KCQ42x00039483AbVxYz,2026-04-10
540488,Order 540488,Closed won,Ecommerce Pipeline,64.11,2026-04-10,2026-04-10,238000,PureGlow Storefront,,2026-04-10
540489,Order 540489,Closed won,Ecommerce Pipeline,69.30,2026-04-10,2026-04-10,223402,PureGlow Storefront,Cj0KCQ42x00039484AbVxYz,2026-02-20
540490,Order 540490,Closed won,Ecommerce Pipeline,61.26,2026-04-10,2026-04-10,238001,PureGlow Storefront,Cj0KCQ42x00039485AbVxYz,2026-04-10
540491,Order 540491,Closed won,Ecommerce Pipeline,63.65,2026-04-10,2026-04-10,238002,PureGlow Storefront,Cj0KCQ42x00039486AbVxYz,2026-04-10
540492,Order 540492,Closed won,Ecommerce Pipeline,91.15,2026-04-10,2026-04-10,238003,PureGlow Storefront,Cj0KCQ42x00039487AbVxYz,2026-04-10
540493,Order 540493,Closed won,Ecommerce Pipeline,73.30,2026-04-10,2026-04-10,236240,PureGlow Storefront,Cj0KCQ42x00039488AbVxYz,2026-04-04
540494,Order 540494,Closed won,Ecommerce Pipeline,84.03,2026-04-10,2026-04-10,238004,PureGlow Storefront,Cj0KCQ42x00039489AbVxYz,2026-04-10
540495,Order 540495,Closed won,Ecommerce Pipeline,68.95,2026-04-10,2026-04-10,238005,PureGlow Storefront,Cj0KCQ42x00039490AbVxYz,2026-04-10
540496,Order 540496,Closed won,Ecommerce Pipeline,73.80,2026-04-10,2026-04-10,238006,PureGlow Storefront,Cj0KCQ42x00039491AbVxYz,2026-04-10
540497,Order 540497,Closed won,Ecommerce Pipeline,68.92,2026-04-10,2026-04-10,187986,PureGlow Storefront,Cj0KCQ42x00039492AbVxYz,2025-09-03
540498,Order 540498,Closed won,Ecommerce Pipeline,116.53,2026-04-10,2026-04-10,161911,PureGlow Storefront,Cj0KCQ42x00039493AbVxYz,2024-10-18
540499,Order 540499,Closed won,Ecommerce Pipeline,50.51,2026-04-10,2026-04-10,238007,PureGlow Storefront,Cj0KCQ42x00039494AbVxYz,2026-04-10
540500,Order 540500,Closed won,Ecommerce Pipeline,89.37,2026-04-10,2026-04-10,175795,PureGlow Storefront,Cj0KCQ42x00039495AbVxYz,2025-08-04
540501,Order 540501,Closed won,Ecommerce Pipeline,83.12,2026-04-10,2026-04-10,238008,PureGlow Storefront,Cj0KCQ42x00039496AbVxYz,2026-04-10
540502,Order 540502,Closed won,Ecommerce Pipeline,65.79,2026-04-10,2026-04-10,238009,PureGlow Storefront,Cj0KCQ42x00039497AbVxYz,2026-04-10
540503,Order 540503,Closed won,Ecommerce Pipeline,74.99,2026-04-10,2026-04-10,238010,PureGlow Storefront,Cj0KCQ42x00039498AbVxYz,2026-04-10
540504,Order 540504,Closed won,Ecommerce Pipeline,68.14,2026-04-10,2026-04-10,230177,PureGlow Storefront,,2026-03-15
540505,Order 540505,Closed won,Ecommerce Pipeline,53.81,2026-04-10,2026-04-10,209230,PureGlow Storefront,Cj0KCQ42x00039499AbVxYz,2026-01-02
540506,Order 540506,Closed won,Ecommerce Pipeline,96.39,2026-04-10,2026-04-10,120096,PureGlow Storefront,Cj0KCQ42x00039500AbVxYz,2025-08-21
540507,Order 540507,Closed won,Ecommerce Pipeline,76.43,2026-04-10,2026-04-10,211194,PureGlow Storefront,,2026-01-09
540508,Order 540508,Closed won,Ecommerce Pipeline,82.60,2026-04-10,2026-04-10,238011,PureGlow Storefront,Cj0KCQ42x00039501AbVxYz,2026-04-10
540509,Order 540509,Closed won,Ecommerce Pipeline,86.95,2026-04-10,2026-04-10,238012,PureGlow Storefront,,2026-04-10
540510,Order 540510,Closed won,Ecommerce Pipeline,54.61,2026-04-10,2026-04-10,229641,PureGlow Storefront,Cj0KCQ42x00039502AbVxYz,2026-03-13
540511,Order 540511,Closed won,Ecommerce Pipeline,95.73,2026-04-10,2026-04-10,238013,PureGlow Storefront,Cj0KCQ42x00039503AbVxYz,2026-04-10
540512,Order 540512,Closed won,Ecommerce Pipeline,66.03,2026-04-10,2026-04-10,187245,PureGlow Storefront,Cj0KCQ42x00039504AbVxYz,2025-03-27
540513,Order 540513,Closed won,Ecommerce Pipeline,90.19,2026-04-10,2026-04-10,142302,PureGlow Storefront,Cj0KCQ42x00039505AbVxYz,2025-09-26
540514,Order 540514,Closed won,Ecommerce Pipeline,100.39,2026-04-10,2026-04-10,238014,PureGlow Storefront,Cj0KCQ42x00039506AbVxYz,2026-04-10
540515,Order 540515,Closed won,Ecommerce Pipeline,91.22,2026-04-10,2026-04-10,238015,PureGlow Storefront,Cj0KCQ42x00039507AbVxYz,2026-04-10
540516,Order 540516,Closed won,Ecommerce Pipeline,82.30,2026-04-10,2026-04-10,233705,PureGlow Storefront,Cj0KCQ42x00039508AbVxYz,2026-04-10
540517,Order 540517,Closed won,Ecommerce Pipeline,75.29,2026-04-10,2026-04-10,132366,PureGlow Storefront,Cj0KCQ42x00039509AbVxYz,2024-12-12
540518,Order 540518,Closed won,Ecommerce Pipeline,39.91,2026-04-10,2026-04-10,149167,PureGlow Storefront,Cj0KCQ42x00039510AbVxYz,2024-10-02
540519,Order 540519,Closed won,Ecommerce Pipeline,103.12,2026-04-10,2026-04-10,238016,PureGlow Storefront,Cj0KCQ42x00039511AbVxYz,2026-04-10
540520,Order 540520,Closed won,Ecommerce Pipeline,92.57,2026-04-10,2026-04-10,238017,PureGlow Storefront,Cj0KCQ42x00039512AbVxYz,2026-04-10
540521,Order 540521,Closed won,Ecommerce Pipeline,53.03,2026-04-10,2026-04-10,238018,PureGlow Storefront,Cj0KCQ42x00039513AbVxYz,2026-04-10
540522,Order 540522,Closed won,Ecommerce Pipeline,100.70,2026-04-10,2026-04-10,209427,PureGlow Storefront,Cj0KCQ42x00039514AbVxYz,2026-01-03
540523,Order 540523,Closed won,Ecommerce Pipeline,73.45,2026-04-10,2026-04-10,238019,PureGlow Storefront,Cj0KCQ42x00039515AbVxYz,2026-04-10
540524,Order 540524,Closed won,Ecommerce Pipeline,75.73,2026-04-10,2026-04-10,238020,PureGlow Storefront,Cj0KCQ42x00039516AbVxYz,2026-04-10
540525,Order 540525,Closed won,Ecommerce Pipeline,73.25,2026-04-10,2026-04-10,238021,PureGlow Storefront,Cj0KCQ42x00039517AbVxYz,2026-04-10
540526,Order 540526,Closed won,Ecommerce Pipeline,93.42,2026-04-10,2026-04-10,238022,PureGlow Storefront,Cj0KCQ42x00039518AbVxYz,2026-04-10
540527,Order 540527,Closed won,Ecommerce Pipeline,33.94,2026-04-10,2026-04-10,238023,PureGlow Storefront,Cj0KCQ42x00039519AbVxYz,2026-04-10
540528,Order 540528,Closed won,Ecommerce Pipeline,100.86,2026-04-10,2026-04-10,238024,PureGlow Storefront,Cj0KCQ42x00039520AbVxYz,2026-04-10
540529,Order 540529,Closed won,Ecommerce Pipeline,100.91,2026-04-10,2026-04-10,238025,PureGlow Storefront,Cj0KCQ42x00039521AbVxYz,2026-04-10
540530,Order 540530,Closed won,Ecommerce Pipeline,54.88,2026-04-10,2026-04-10,238026,PureGlow Storefront,Cj0KCQ42x00039522AbVxYz,2026-04-10
540531,Order 540531,Closed won,Ecommerce Pipeline,78.60,2026-04-10,2026-04-10,238027,PureGlow Storefront,Cj0KCQ42x00039523AbVxYz,2026-04-10
540532,Order 540532,Closed won,Ecommerce Pipeline,78.76,2026-04-10,2026-04-10,238028,PureGlow Storefront,Cj0KCQ42x00039524AbVxYz,2026-04-10
540533,Order 540533,Closed won,Ecommerce Pipeline,92.24,2026-04-10,2026-04-10,223643,PureGlow Storefront,Cj0KCQ42x00039525AbVxYz,2026-02-21
540534,Order 540534,Closed won,Ecommerce Pipeline,69.83,2026-04-10,2026-04-10,238029,PureGlow Storefront,,2026-04-10
540535,Order 540535,Closed won,Ecommerce Pipeline,94.78,2026-04-10,2026-04-10,238030,PureGlow Storefront,Cj0KCQ42x00039526AbVxYz,2026-04-10
540536,Order 540536,Closed won,Ecommerce Pipeline,96.68,2026-04-10,2026-04-10,112626,PureGlow Storefront,Cj0KCQ42x00039527AbVxYz,2025-09-19
540537,Order 540537,Closed won,Ecommerce Pipeline,78.05,2026-04-10,2026-04-10,228169,PureGlow Storefront,Cj0KCQ42x00039528AbVxYz,2026-03-08
540538,Order 540538,Closed won,Ecommerce Pipeline,83.64,2026-04-10,2026-04-10,133057,PureGlow Storefront,Cj0KCQ42x00039529AbVxYz,2025-03-08
540539,Order 540539,Closed won,Ecommerce Pipeline,77.03,2026-04-10,2026-04-10,222169,PureGlow Storefront,Cj0KCQ42x00039530AbVxYz,2026-02-16
540540,Order 540540,Closed won,Ecommerce Pipeline,68.13,2026-04-10,2026-04-10,135299,PureGlow Storefront,Cj0KCQ42x00039531AbVxYz,2025-02-01
540541,Order 540541,Closed won,Ecommerce Pipeline,26.72,2026-04-10,2026-04-10,236265,PureGlow Storefront,,2026-04-04
540542,Order 540542,Closed won,Ecommerce Pipeline,73.36,2026-04-10,2026-04-10,230444,PureGlow Storefront,Cj0KCQ42x00039532AbVxYz,2026-03-16
540543,Order 540543,Closed won,Ecommerce Pipeline,99.93,2026-04-10,2026-04-10,128373,PureGlow Storefront,Cj0KCQ42x00039533AbVxYz,2025-07-09
540544,Order 540544,Closed won,Ecommerce Pipeline,83.19,2026-04-10,2026-04-10,238031,PureGlow Storefront,Cj0KCQ42x00039534AbVxYz,2026-04-10
540545,Order 540545,Closed won,Ecommerce Pipeline,65.33,2026-04-10,2026-04-10,238032,PureGlow Storefront,Cj0KCQ42x00039535AbVxYz,2026-04-10
540546,Order 540546,Closed won,Ecommerce Pipeline,93.89,2026-04-10,2026-04-10,238033,PureGlow Storefront,Cj0KCQ42x00039536AbVxYz,2026-04-10
540547,Order 540547,Closed won,Ecommerce Pipeline,40.53,2026-04-10,2026-04-10,238034,PureGlow Storefront,Cj0KCQ42x00039537AbVxYz,2026-04-10
540548,Order 540548,Closed won,Ecommerce Pipeline,65.63,2026-04-10,2026-04-10,238035,PureGlow Storefront,Cj0KCQ42x00039538AbVxYz,2026-04-10
540549,Order 540549,Closed won,Ecommerce Pipeline,73.18,2026-04-10,2026-04-10,238036,PureGlow Storefront,Cj0KCQ42x00039539AbVxYz,2026-04-10
540550,Order 540550,Closed won,Ecommerce Pipeline,53.10,2026-04-10,2026-04-10,238037,PureGlow Storefront,Cj0KCQ42x00039540AbVxYz,2026-04-10
540551,Order 540551,Closed won,Ecommerce Pipeline,85.27,2026-04-10,2026-04-10,229572,PureGlow Storefront,,2026-03-13
540552,Order 540552,Closed won,Ecommerce Pipeline,50.79,2026-04-10,2026-04-10,135317,PureGlow Storefront,Cj0KCQ42x00039541AbVxYz,2025-09-07
540553,Order 540553,Closed won,Ecommerce Pipeline,67.40,2026-04-10,2026-04-10,238038,PureGlow Storefront,Cj0KCQ42x00039542AbVxYz,2026-04-10
540554,Order 540554,Closed won,Ecommerce Pipeline,50.19,2026-04-10,2026-04-10,238039,PureGlow Storefront,Cj0KCQ42x00039543AbVxYz,2026-04-10
540555,Order 540555,Closed won,Ecommerce Pipeline,73.29,2026-04-10,2026-04-10,135393,PureGlow Storefront,Cj0KCQ42x00039544AbVxYz,2025-09-01
540556,Order 540556,Closed won,Ecommerce Pipeline,60.11,2026-04-10,2026-04-10,230889,PureGlow Storefront,Cj0KCQ42x00039545AbVxYz,2026-03-17
540557,Order 540557,Closed won,Ecommerce Pipeline,63.11,2026-04-10,2026-04-10,238040,PureGlow Storefront,Cj0KCQ42x00039546AbVxYz,2026-04-10
540558,Order 540558,Closed won,Ecommerce Pipeline,124.92,2026-04-10,2026-04-10,238041,PureGlow Storefront,Cj0KCQ42x00039547AbVxYz,2026-04-10
540559,Order 540559,Closed won,Ecommerce Pipeline,73.57,2026-04-10,2026-04-10,216954,PureGlow Storefront,Cj0KCQ42x00039548AbVxYz,2026-01-29
540560,Order 540560,Closed won,Ecommerce Pipeline,97.06,2026-04-10,2026-04-10,236099,PureGlow Storefront,,2026-04-10
540561,Order 540561,Closed won,Ecommerce Pipeline,81.59,2026-04-10,2026-04-10,238042,PureGlow Storefront,Cj0KCQ42x00039549AbVxYz,2026-04-10
540562,Order 540562,Closed won,Ecommerce Pipeline,74.33,2026-04-10,2026-04-10,211570,PureGlow Storefront,Cj0KCQ42x00039550AbVxYz,2026-01-10
540563,Order 540563,Closed won,Ecommerce Pipeline,69.31,2026-04-10,2026-04-10,229069,PureGlow Storefront,Cj0KCQ42x00039551AbVxYz,2026-03-11
540564,Order 540564,Closed won,Ecommerce Pipeline,27.59,2026-04-10,2026-04-10,238043,PureGlow Storefront,Cj0KCQ42x00039552AbVxYz,2026-04-10
540565,Order 540565,Closed won,Ecommerce Pipeline,88.69,2026-04-10,2026-04-10,238044,PureGlow Storefront,,2026-04-10
540566,Order 540566,Closed won,Ecommerce Pipeline,69.68,2026-04-10,2026-04-10,225907,PureGlow Storefront,Cj0KCQ42x00039553AbVxYz,2026-04-10
540567,Order 540567,Closed won,Ecommerce Pipeline,76.98,2026-04-10,2026-04-10,214326,PureGlow Storefront,Cj0KCQ42x00039554AbVxYz,2026-01-20
540568,Order 540568,Closed won,Ecommerce Pipeline,91.83,2026-04-10,2026-04-10,149376,PureGlow Storefront,Cj0KCQ42x00039555AbVxYz,2025-03-20
540569,Order 540569,Closed won,Ecommerce Pipeline,102.93,2026-04-10,2026-04-10,169099,PureGlow Storefront,Cj0KCQ42x00039556AbVxYz,2024-12-12
540570,Order 540570,Closed won,Ecommerce Pipeline,68.17,2026-04-10,2026-04-10,238045,PureGlow Storefront,Cj0KCQ42x00039557AbVxYz,2026-04-10
540571,Order 540571,Closed won,Ecommerce Pipeline,26.60,2026-04-10,2026-04-10,238046,PureGlow Storefront,Cj0KCQ42x00039558AbVxYz,2026-04-10
540572,Order 540572,Closed won,Ecommerce Pipeline,78.81,2026-04-10,2026-04-10,238047,PureGlow Storefront,Cj0KCQ42x00039559AbVxYz,2026-04-10
540573,Order 540573,Closed won,Ecommerce Pipeline,61.68,2026-04-10,2026-04-10,126436,PureGlow Storefront,Cj0KCQ42x00039560AbVxYz,2025-07-04
540574,Order 540574,Closed won,Ecommerce Pipeline,72.61,2026-04-10,2026-04-10,228513,PureGlow Storefront,Cj0KCQ42x00039561AbVxYz,2026-03-09
540575,Order 540575,Closed won,Ecommerce Pipeline,86.38,2026-04-10,2026-04-10,238048,PureGlow Storefront,Cj0KCQ42x00039562AbVxYz,2026-04-10
540576,Order 540576,Closed won,Ecommerce Pipeline,98.05,2026-04-10,2026-04-10,238049,PureGlow Storefront,Cj0KCQ42x00039563AbVxYz,2026-04-10
540577,Order 540577,Closed won,Ecommerce Pipeline,70.17,2026-04-10,2026-04-10,238050,PureGlow Storefront,Cj0KCQ42x00039564AbVxYz,2026-04-10
540578,Order 540578,Closed won,Ecommerce Pipeline,87.54,2026-04-10,2026-04-10,238051,PureGlow Storefront,Cj0KCQ42x00039565AbVxYz,2026-04-10
540579,Order 540579,Closed won,Ecommerce Pipeline,72.34,2026-04-10,2026-04-10,238052,PureGlow Storefront,,2026-04-10
540580,Order 540580,Closed won,Ecommerce Pipeline,69.08,2026-04-10,2026-04-10,238053,PureGlow Storefront,,2026-04-10
540581,Order 540581,Closed won,Ecommerce Pipeline,41.00,2026-04-10,2026-04-10,129075,PureGlow Storefront,Cj0KCQ42x00039566AbVxYz,2025-10-22
540582,Order 540582,Closed won,Ecommerce Pipeline,42.35,2026-04-10,2026-04-10,229821,PureGlow Storefront,Cj0KCQ42x00039567AbVxYz,2026-03-14
540583,Order 540583,Closed won,Ecommerce Pipeline,92.67,2026-04-10,2026-04-10,238054,PureGlow Storefront,Cj0KCQ42x00039568AbVxYz,2026-04-10
540584,Order 540584,Closed won,Ecommerce Pipeline,111.87,2026-04-10,2026-04-10,238055,PureGlow Storefront,Cj0KCQ42x00039569AbVxYz,2026-04-10
540585,Order 540585,Closed won,Ecommerce Pipeline,95.52,2026-04-10,2026-04-10,222293,PureGlow Storefront,Cj0KCQ42x00039570AbVxYz,2026-02-16
540586,Order 540586,Closed won,Ecommerce Pipeline,97.91,2026-04-10,2026-04-10,238056,PureGlow Storefront,Cj0KCQ42x00039571AbVxYz,2026-04-10
540587,Order 540587,Closed won,Ecommerce Pipeline,55.23,2026-04-10,2026-04-10,238057,PureGlow Storefront,Cj0KCQ42x00039572AbVxYz,2026-04-10
540588,Order 540588,Closed won,Ecommerce Pipeline,120.29,2026-04-10,2026-04-10,238058,PureGlow Storefront,Cj0KCQ42x00039573AbVxYz,2026-04-10
540589,Order 540589,Closed won,Ecommerce Pipeline,61.62,2026-04-10,2026-04-10,238059,PureGlow Storefront,Cj0KCQ42x00039574AbVxYz,2026-04-10
540590,Order 540590,Closed won,Ecommerce Pipeline,108.89,2026-04-10,2026-04-10,224069,PureGlow Storefront,Cj0KCQ42x00039575AbVxYz,2026-02-22
540591,Order 540591,Closed won,Ecommerce Pipeline,77.67,2026-04-10,2026-04-10,189033,PureGlow Storefront,Cj0KCQ42x00039576AbVxYz,2025-08-15
540592,Order 540592,Closed won,Ecommerce Pipeline,83.45,2026-04-10,2026-04-10,214339,PureGlow Storefront,Cj0KCQ42x00039577AbVxYz,2026-01-20
540593,Order 540593,Closed won,Ecommerce Pipeline,111.65,2026-04-10,2026-04-10,238060,PureGlow Storefront,Cj0KCQ42x00039578AbVxYz,2026-04-10
540594,Order 540594,Closed won,Ecommerce Pipeline,59.42,2026-04-10,2026-04-10,238061,PureGlow Storefront,Cj0KCQ42x00039579AbVxYz,2026-04-10
540595,Order 540595,Closed won,Ecommerce Pipeline,78.58,2026-04-10,2026-04-10,168921,PureGlow Storefront,Cj0KCQ42x00039580AbVxYz,2025-04-09
540596,Order 540596,Closed won,Ecommerce Pipeline,45.04,2026-04-10,2026-04-10,238062,PureGlow Storefront,Cj0KCQ42x00039581AbVxYz,2026-04-10
540597,Order 540597,Closed won,Ecommerce Pipeline,101.34,2026-04-10,2026-04-10,238063,PureGlow Storefront,Cj0KCQ42x00039582AbVxYz,2026-04-10
540598,Order 540598,Closed won,Ecommerce Pipeline,74.88,2026-04-10,2026-04-10,238064,PureGlow Storefront,Cj0KCQ42x00039583AbVxYz,2026-04-10
540599,Order 540599,Closed won,Ecommerce Pipeline,84.50,2026-04-10,2026-04-10,214343,PureGlow Storefront,Cj0KCQ42x00039584AbVxYz,2026-01-20
540600,Order 540600,Closed won,Ecommerce Pipeline,79.19,2026-04-10,2026-04-10,230835,PureGlow Storefront,Cj0KCQ42x00039585AbVxYz,2026-03-17
540601,Order 540601,Closed won,Ecommerce Pipeline,81.47,2026-04-10,2026-04-10,173855,PureGlow Storefront,Cj0KCQ42x00039586AbVxYz,2025-07-01
540602,Order 540602,Closed won,Ecommerce Pipeline,65.89,2026-04-10,2026-04-10,238065,PureGlow Storefront,Cj0KCQ42x00039587AbVxYz,2026-04-10
540603,Order 540603,Closed won,Ecommerce Pipeline,74.18,2026-04-10,2026-04-10,238066,PureGlow Storefront,Cj0KCQ42x00039588AbVxYz,2026-04-10
540604,Order 540604,Closed won,Ecommerce Pipeline,85.82,2026-04-10,2026-04-10,238067,PureGlow Storefront,Cj0KCQ42x00039589AbVxYz,2026-04-10
540605,Order 540605,Closed won,Ecommerce Pipeline,50.35,2026-04-10,2026-04-10,218713,PureGlow Storefront,Cj0KCQ42x00039590AbVxYz,2026-02-04
