# ----------------------------------------
# Google Analytics 4 - Landing page report
# Start date: 20250401
# End date: 20260430
# ----------------------------------------
Date,Landing page,Sessions,Engaged sessions,Bounce rate,Conversions,Total revenue
20251107,/products/vitamin-c-serum,977,461,0.5282,40,2543.29
20251107,/collections/bestsellers,694,265,0.6180,18,1208.13
20251107,/,529,167,0.6834,8,506.65
20251108,/lp/free-serum-sample,2389,921,0.6144,90,5710.40
20251108,/lp/spf-bundle-20-off,1895,958,0.4945,120,8302.98
20251108,/lp/skincare-routine-quiz,1310,608,0.5355,47,3143.95
20251108,/products/vitamin-c-serum,895,429,0.5210,38,2419.02
20251108,/collections/bestsellers,618,251,0.5931,16,1136.85
20251108,/,477,160,0.6640,7,490.19
20251109,/lp/free-serum-sample,2273,905,0.6019,82,5451.47
20251109,/lp/spf-bundle-20-off,2306,1143,0.5043,134,8595.23
20251109,/lp/skincare-routine-quiz,1528,707,0.5374,53,3430.54
20251109,/products/vitamin-c-serum,975,467,0.5213,40,2662.77
20251109,/collections/bestsellers,700,283,0.5961,19,1280.67
20251109,/,515,162,0.6850,7,459.31
20251110,/lp/free-serum-sample,2193,861,0.6074,81,5248.72
20251110,/lp/spf-bundle-20-off,1958,970,0.5047,115,7571.80
20251110,/lp/skincare-routine-quiz,1403,614,0.5626,47,2990.91
20251110,/products/vitamin-c-serum,938,432,0.5393,36,2283.44
20251110,/collections/bestsellers,598,235,0.6068,17,1075.48
20251110,/,435,145,0.6658,6,404.62
20251111,/lp/free-serum-sample,2663,1054,0.6042,104,7029.66
20251111,/lp/spf-bundle-20-off,2387,1178,0.5067,139,9441.33
20251111,/lp/skincare-routine-quiz,1620,709,0.5623,60,4181.40
20251111,/products/vitamin-c-serum,951,443,0.5347,38,2761.14
20251111,/collections/bestsellers,683,267,0.6095,19,1333.88
20251111,/,508,170,0.6651,8,528.32
20251112,/lp/free-serum-sample,2353,975,0.5857,89,5775.40
20251112,/lp/spf-bundle-20-off,2091,1047,0.4992,121,8511.95
20251112,/lp/skincare-routine-quiz,1326,600,0.5475,47,3270.40
20251112,/products/vitamin-c-serum,964,444,0.5399,37,2389.21
20251112,/collections/bestsellers,624,241,0.6133,16,1066.59
20251112,/,446,144,0.6761,6,401.76
20251113,/lp/free-serum-sample,2405,967,0.5980,95,6079.56
20251113,/lp/spf-bundle-20-off,1992,1040,0.4780,125,8106.56
20251113,/lp/skincare-routine-quiz,1371,634,0.5372,50,3305.23
20251113,/products/vitamin-c-serum,945,455,0.5186,39,2691.23
20251113,/collections/bestsellers,587,225,0.6173,16,1089.37
20251113,/,513,166,0.6756,7,480.67
20251114,/lp/free-serum-sample,2577,1025,0.6021,92,6040.30
20251114,/lp/spf-bundle-20-off,2242,1147,0.4884,135,8891.09
20251114,/lp/skincare-routine-quiz,1505,662,0.5600,51,3409.01
20251114,/products/vitamin-c-serum,1017,486,0.5217,40,2803.07
20251114,/collections/bestsellers,667,258,0.6131,18,1191.15
20251114,/,504,153,0.6955,8,527.17
20251115,/lp/free-serum-sample,2484,1021,0.5888,93,6442.50
20251115,/lp/spf-bundle-20-off,2005,1036,0.4835,119,7646.27
20251115,/lp/skincare-routine-quiz,1537,708,0.5396,51,3368.26
20251115,/products/vitamin-c-serum,1008,461,0.5427,39,2668.92
20251115,/collections/bestsellers,619,254,0.5890,17,1101.45
20251115,/,450,138,0.6944,7,485.54
20251116,/lp/free-serum-sample,2619,1046,0.6008,98,6923.48
20251116,/lp/spf-bundle-20-off,2156,1086,0.4964,125,8829.46
20251116,/lp/skincare-routine-quiz,1438,632,0.5606,48,3372.67
20251116,/products/vitamin-c-serum,969,460,0.5249,40,2644.43
20251116,/collections/bestsellers,744,285,0.6163,20,1311.22
20251116,/,503,169,0.6635,8,535.41
20251117,/lp/free-serum-sample,2371,922,0.6110,94,5927.37
20251117,/lp/spf-bundle-20-off,2145,1100,0.4873,133,8336.01
20251117,/lp/skincare-routine-quiz,1286,592,0.5396,45,2796.40
20251117,/products/vitamin-c-serum,966,448,0.5361,40,2707.85
20251117,/collections/bestsellers,650,268,0.5877,17,1052.35
20251117,/,460,156,0.6611,7,447.46
20251118,/lp/free-serum-sample,2332,916,0.6073,89,6314.69
20251118,/lp/spf-bundle-20-off,2198,1093,0.5029,127,8395.77
20251118,/lp/skincare-routine-quiz,1370,644,0.5299,47,3175.50
20251118,/products/vitamin-c-serum,987,472,0.5215,40,2844.84
20251118,/collections/bestsellers,690,285,0.5863,17,1128.93
20251118,/,519,157,0.6975,8,566.83
20251119,/lp/free-serum-sample,2555,1048,0.5897,99,6837.78
20251119,/lp/spf-bundle-20-off,2019,1053,0.4786,115,8014.13
20251119,/lp/skincare-routine-quiz,1561,697,0.5536,56,3657.40
20251119,/products/vitamin-c-serum,957,448,0.5321,37,2408.02
20251119,/collections/bestsellers,720,301,0.5819,19,1251.43
20251119,/,485,158,0.6740,8,540.45
20251120,/lp/free-serum-sample,2313,971,0.5800,87,5916.47
20251120,/lp/spf-bundle-20-off,1959,984,0.4978,112,7441.60
20251120,/lp/skincare-routine-quiz,1454,659,0.5467,49,3329.70
20251120,/products/vitamin-c-serum,937,454,0.5159,39,2473.07
20251120,/collections/bestsellers,662,256,0.6130,17,1159.56
20251120,/,439,140,0.6808,7,471.59
20251121,/lp/free-serum-sample,2700,1058,0.6080,102,6455.98
20251121,/lp/spf-bundle-20-off,2330,1192,0.4882,139,9034.54
20251121,/lp/skincare-routine-quiz,1424,656,0.5390,47,3205.39
20251121,/products/vitamin-c-serum,1103,535,0.5150,46,3087.21
20251121,/collections/bestsellers,653,260,0.6020,17,1093.16
20251121,/,550,170,0.6905,8,545.93
20251122,/lp/free-serum-sample,2351,962,0.5907,85,5909.38
20251122,/lp/spf-bundle-20-off,2143,1092,0.4905,126,7838.80
20251122,/lp/skincare-routine-quiz,1566,690,0.5591,58,3971.21
20251122,/products/vitamin-c-serum,976,466,0.5229,38,2528.73
20251122,/collections/bestsellers,662,274,0.5858,18,1220.75
20251122,/,508,172,0.6606,7,434.33
20251123,/lp/free-serum-sample,2511,1055,0.5797,96,6609.08
20251123,/lp/spf-bundle-20-off,2385,1210,0.4928,136,8992.22
20251123,/lp/skincare-routine-quiz,1448,638,0.5596,53,3484.14
20251123,/products/vitamin-c-serum,1074,497,0.5373,44,2914.69
20251123,/collections/bestsellers,644,263,0.5914,17,1205.65
20251123,/,520,173,0.6666,7,447.66
20251124,/lp/free-serum-sample,2187,883,0.5964,80,5079.42
20251124,/lp/spf-bundle-20-off,1837,957,0.4788,117,8127.39
20251124,/lp/skincare-routine-quiz,1258,586,0.5341,43,2828.96
20251124,/products/vitamin-c-serum,936,444,0.5260,37,2598.00
20251124,/collections/bestsellers,597,236,0.6041,16,1028.79
20251124,/,440,145,0.6709,7,459.55
20251125,/lp/free-serum-sample,2092,858,0.5898,81,5505.66
20251125,/lp/spf-bundle-20-off,2033,1020,0.4983,119,7505.95
20251125,/lp/skincare-routine-quiz,1345,612,0.5450,46,3035.52
20251125,/products/vitamin-c-serum,847,398,0.5300,34,2335.23
20251125,/collections/bestsellers,620,245,0.6041,17,1090.29
20251125,/,431,137,0.6831,7,439.81
20251126,/lp/free-serum-sample,2119,841,0.6030,79,5721.59
20251126,/lp/spf-bundle-20-off,1830,924,0.4949,110,7592.62
20251126,/lp/skincare-routine-quiz,1385,613,0.5575,47,3313.66
20251126,/products/vitamin-c-serum,852,407,0.5223,35,2386.85
20251126,/collections/bestsellers,542,212,0.6095,15,996.86
20251126,/,413,134,0.6750,6,416.57
20251127,/lp/free-serum-sample,2668,1062,0.6021,98,6423.94
20251127,/lp/spf-bundle-20-off,2352,1169,0.5031,138,9223.10
20251127,/lp/skincare-routine-quiz,1658,737,0.5555,58,3949.75
20251127,/products/vitamin-c-serum,1071,514,0.5203,42,2957.34
20251127,/collections/bestsellers,748,291,0.6110,20,1417.92
20251127,/,498,165,0.6695,8,542.64
20251128,/lp/free-serum-sample,2645,1093,0.5866,103,6632.87
20251128,/lp/spf-bundle-20-off,2445,1253,0.4874,147,9553.22
20251128,/lp/skincare-routine-quiz,1621,735,0.5465,58,3835.10
20251128,/products/vitamin-c-serum,1071,505,0.5282,43,2972.44
20251128,/collections/bestsellers,764,312,0.5913,20,1327.85
20251128,/,542,183,0.6629,9,612.87
20251129,/lp/free-serum-sample,2571,1062,0.5869,94,6469.34
20251129,/lp/spf-bundle-20-off,2336,1171,0.4988,143,9870.40
20251129,/lp/skincare-routine-quiz,1612,725,0.5504,56,3506.42
20251129,/products/vitamin-c-serum,1101,507,0.5394,44,2933.82
20251129,/collections/bestsellers,689,285,0.5868,18,1212.76
20251129,/,507,171,0.6632,8,535.65
20251130,/lp/free-serum-sample,2558,1016,0.6029,99,6587.22
20251130,/lp/spf-bundle-20-off,2307,1174,0.4909,138,9273.33
20251130,/lp/skincare-routine-quiz,1420,654,0.5392,49,3120.50
20251130,/products/vitamin-c-serum,923,438,0.5257,37,2632.54
20251130,/collections/bestsellers,709,288,0.5939,20,1280.16
20251130,/,470,154,0.6721,7,450.84
20251201,/lp/free-serum-sample,2507,1055,0.5792,98,6869.09
20251201,/lp/spf-bundle-20-off,2040,1045,0.4878,125,8560.84
20251201,/lp/skincare-routine-quiz,1500,694,0.5376,54,3531.11
20251201,/products/vitamin-c-serum,1067,505,0.5269,44,2929.14
20251201,/collections/bestsellers,678,279,0.5892,19,1256.16
20251201,/,537,166,0.6904,8,518.93
20251202,/lp/free-serum-sample,2415,961,0.6021,89,6218.93
20251202,/lp/spf-bundle-20-off,2144,1096,0.4887,128,8436.43
20251202,/lp/skincare-routine-quiz,1557,714,0.5414,53,3640.72
20251202,/products/vitamin-c-serum,1094,529,0.5163,46,3195.21
20251202,/collections/bestsellers,667,274,0.5895,17,1167.09
20251202,/,500,155,0.6905,7,441.29
20251203,/lp/free-serum-sample,2422,1022,0.5779,95,6431.37
20251203,/lp/spf-bundle-20-off,2072,1065,0.4859,133,9196.16
20251203,/lp/skincare-routine-quiz,1392,637,0.5421,47,3346.14
20251203,/products/vitamin-c-serum,916,425,0.5363,39,2638.03
20251203,/collections/bestsellers,606,251,0.5858,16,1173.94
20251203,/,473,150,0.6819,7,464.40
20251204,/lp/free-serum-sample,2372,940,0.6035,95,6318.42
20251204,/lp/spf-bundle-20-off,2084,1074,0.4847,129,8989.04
20251204,/lp/skincare-routine-quiz,1636,754,0.5393,61,4070.90
20251204,/products/vitamin-c-serum,1065,496,0.5341,45,3158.38
20251204,/collections/bestsellers,724,299,0.5869,20,1398.89
20251204,/,539,166,0.6925,8,563.66
20251205,/lp/free-serum-sample,2379,961,0.5960,92,6425.98
20251205,/lp/spf-bundle-20-off,2254,1157,0.4869,131,8649.26
20251205,/lp/skincare-routine-quiz,1566,744,0.5246,57,3833.38
20251205,/products/vitamin-c-serum,1078,507,0.5297,43,3061.54
20251205,/collections/bestsellers,636,260,0.5915,18,1148.08
20251205,/,474,145,0.6948,7,466.31
20251206,/lp/free-serum-sample,2542,1043,0.5898,103,7000.17
20251206,/lp/spf-bundle-20-off,2433,1222,0.4979,149,10455.56
20251206,/lp/skincare-routine-quiz,1609,760,0.5276,57,4016.01
20251206,/products/vitamin-c-serum,1012,485,0.5203,43,2872.16
20251206,/collections/bestsellers,750,304,0.5943,20,1387.14
20251206,/,481,159,0.6700,7,486.74
20251207,/lp/free-serum-sample,2695,1108,0.5889,99,7032.47
20251207,/lp/spf-bundle-20-off,2383,1228,0.4848,139,9287.12
20251207,/lp/skincare-routine-quiz,1499,710,0.5263,54,3891.77
20251207,/products/vitamin-c-serum,1054,509,0.5172,42,2831.31
20251207,/collections/bestsellers,737,308,0.5822,20,1414.42
20251207,/,511,165,0.6769,8,522.09
20251208,/lp/free-serum-sample,2536,1046,0.5877,92,6257.77
20251208,/lp/spf-bundle-20-off,2002,1016,0.4924,125,7843.43
20251208,/lp/skincare-routine-quiz,1553,720,0.5365,52,3356.01
20251208,/products/vitamin-c-serum,1018,474,0.5343,42,2655.75
20251208,/collections/bestsellers,619,244,0.6059,17,1172.85
20251208,/,510,167,0.6734,8,561.79
20251209,/lp/free-serum-sample,2259,948,0.5802,88,5829.50
20251209,/lp/spf-bundle-20-off,2170,1106,0.4905,135,9090.89
20251209,/lp/skincare-routine-quiz,1488,698,0.5306,51,3332.20
20251209,/products/vitamin-c-serum,1055,496,0.5301,45,3050.32
20251209,/collections/bestsellers,672,275,0.5904,19,1252.75
20251209,/,527,180,0.6590,8,526.47
20251210,/lp/free-serum-sample,2222,888,0.6002,89,6214.63
20251210,/lp/spf-bundle-20-off,2094,1073,0.4875,125,8296.63
20251210,/lp/skincare-routine-quiz,1332,618,0.5364,47,3004.13
20251210,/products/vitamin-c-serum,836,393,0.5296,35,2507.84
20251210,/collections/bestsellers,557,216,0.6116,14,999.10
20251210,/,420,137,0.6738,6,420.95
20251211,/lp/free-serum-sample,2276,960,0.5782,92,6404.18
20251211,/lp/spf-bundle-20-off,2211,1107,0.4991,136,9295.40
20251211,/lp/skincare-routine-quiz,1377,615,0.5531,50,3484.68
20251211,/products/vitamin-c-serum,1026,499,0.5140,42,2732.09
20251211,/collections/bestsellers,661,272,0.5890,18,1220.18
20251211,/,483,151,0.6884,7,497.03
20251212,/lp/free-serum-sample,2756,1098,0.6017,102,7096.37
20251212,/lp/spf-bundle-20-off,2344,1218,0.4805,136,9572.36
20251212,/lp/skincare-routine-quiz,1678,790,0.5290,62,4003.34
20251212,/products/vitamin-c-serum,1193,569,0.5227,46,2902.23
20251212,/collections/bestsellers,811,331,0.5920,21,1346.94
20251212,/,543,169,0.6883,8,544.17
20251213,/lp/free-serum-sample,2361,955,0.5956,95,6681.79
20251213,/lp/spf-bundle-20-off,2081,1053,0.4941,121,8416.64
20251213,/lp/skincare-routine-quiz,1444,649,0.5508,51,3575.16
20251213,/products/vitamin-c-serum,1002,464,0.5365,39,2583.55
20251213,/collections/bestsellers,687,287,0.5827,19,1227.98
20251213,/,505,168,0.6683,8,548.65
20251214,/lp/free-serum-sample,2936,1235,0.5793,117,8569.11
20251214,/lp/spf-bundle-20-off,2503,1270,0.4925,160,11423.54
20251214,/lp/skincare-routine-quiz,1782,845,0.5260,61,4189.60
20251214,/products/vitamin-c-serum,1074,506,0.5292,45,2942.98
20251214,/collections/bestsellers,704,277,0.6069,19,1327.14
20251214,/,581,179,0.6925,9,637.09
20251215,/lp/free-serum-sample,2327,990,0.5746,84,5571.04
20251215,/lp/spf-bundle-20-off,2250,1191,0.4707,146,10087.44
20251215,/lp/skincare-routine-quiz,1565,713,0.5443,59,3972.53
20251215,/products/vitamin-c-serum,1082,511,0.5276,44,3072.21
20251215,/collections/bestsellers,693,277,0.5998,20,1388.18
20251215,/,465,156,0.6644,7,465.37
20251216,/lp/free-serum-sample,2438,1013,0.5847,92,5905.24
20251216,/lp/spf-bundle-20-off,2019,1033,0.4882,119,8546.46
20251216,/lp/skincare-routine-quiz,1434,666,0.5354,51,3440.24
20251216,/products/vitamin-c-serum,951,456,0.5210,38,2645.10
20251216,/collections/bestsellers,683,276,0.5963,19,1277.70
20251216,/,468,152,0.6754,7,483.62
20251217,/lp/free-serum-sample,2697,1135,0.5791,109,7777.00
20251217,/lp/spf-bundle-20-off,2271,1149,0.4941,137,9931.93
20251217,/lp/skincare-routine-quiz,1461,688,0.5292,50,3617.06
20251217,/products/vitamin-c-serum,1072,518,0.5165,47,3208.23
20251217,/collections/bestsellers,712,280,0.6071,20,1371.34
20251217,/,515,159,0.6917,8,528.91
20251218,/lp/free-serum-sample,2681,1095,0.5915,108,7279.81
20251218,/lp/spf-bundle-20-off,2305,1185,0.4858,146,9826.10
20251218,/lp/skincare-routine-quiz,1398,657,0.5297,47,3200.15
20251218,/products/vitamin-c-serum,1056,500,0.5268,44,2973.05
20251218,/collections/bestsellers,695,292,0.5805,18,1201.80
20251218,/,496,167,0.6626,7,496.44
20251219,/lp/free-serum-sample,3167,1321,0.5828,116,7549.69
20251219,/lp/spf-bundle-20-off,2408,1263,0.4753,154,10244.99
20251219,/lp/skincare-routine-quiz,1878,853,0.5458,67,4433.59
20251219,/products/vitamin-c-serum,1168,560,0.5203,45,2978.63
20251219,/collections/bestsellers,792,320,0.5962,21,1499.35
20251219,/,595,196,0.6714,9,639.74
20251220,/lp/free-serum-sample,2949,1222,0.5857,114,7806.67
20251220,/lp/spf-bundle-20-off,2656,1401,0.4724,157,10583.29
20251220,/lp/skincare-routine-quiz,1689,789,0.5327,59,3946.89
20251220,/products/vitamin-c-serum,1224,591,0.5173,48,3245.48
20251220,/collections/bestsellers,788,331,0.5804,21,1381.79
20251220,/,602,195,0.6754,9,593.54
20251221,/lp/free-serum-sample,2429,996,0.5901,97,6274.37
20251221,/lp/spf-bundle-20-off,2014,1013,0.4972,129,8830.78
20251221,/lp/skincare-routine-quiz,1495,716,0.5213,56,3816.79
20251221,/products/vitamin-c-serum,1003,471,0.5304,43,2670.33
20251221,/collections/bestsellers,673,274,0.5930,19,1181.26
20251221,/,449,149,0.6682,7,434.70
20251222,/lp/free-serum-sample,2711,1116,0.5885,102,6589.42
20251222,/lp/spf-bundle-20-off,2241,1178,0.4744,131,9153.02
20251222,/lp/skincare-routine-quiz,1622,742,0.5423,59,3720.43
20251222,/products/vitamin-c-serum,1009,471,0.5335,43,2743.58
20251222,/collections/bestsellers,708,280,0.6049,20,1411.22
20251222,/,559,178,0.6819,9,595.77
20251223,/lp/free-serum-sample,2550,1059,0.5847,101,6373.42
20251223,/lp/spf-bundle-20-off,1974,997,0.4948,115,7927.75
20251223,/lp/skincare-routine-quiz,1424,659,0.5374,51,3263.15
20251223,/products/vitamin-c-serum,977,468,0.5210,40,2732.10
20251223,/collections/bestsellers,669,274,0.5909,19,1296.77
20251223,/,511,162,0.6821,8,555.34
20251224,/lp/free-serum-sample,2401,1010,0.5793,94,6805.57
20251224,/lp/spf-bundle-20-off,2077,1090,0.4754,126,8938.35
20251224,/lp/skincare-routine-quiz,1523,694,0.5441,55,3669.34
20251224,/products/vitamin-c-serum,1010,491,0.5140,40,2620.56
20251224,/collections/bestsellers,712,289,0.5935,19,1242.66
20251224,/,545,181,0.6673,8,582.77
20251225,/lp/free-serum-sample,2514,1040,0.5863,99,6496.36
20251225,/lp/spf-bundle-20-off,2316,1200,0.4817,148,10274.58
20251225,/lp/skincare-routine-quiz,1459,665,0.5443,54,3715.52
20251225,/products/vitamin-c-serum,990,482,0.5135,42,2855.06
20251225,/collections/bestsellers,693,281,0.5945,19,1262.95
20251225,/,520,170,0.6738,8,555.85
20251226,/lp/free-serum-sample,2754,1111,0.5965,109,7197.75
20251226,/lp/spf-bundle-20-off,2169,1147,0.4711,136,8949.92
20251226,/lp/skincare-routine-quiz,1658,781,0.5290,59,4224.07
20251226,/products/vitamin-c-serum,1062,505,0.5249,44,3185.73
20251226,/collections/bestsellers,675,264,0.6095,19,1309.11
20251226,/,538,174,0.6767,9,619.47
20251227,/lp/free-serum-sample,2636,1072,0.5933,97,6392.61
20251227,/lp/spf-bundle-20-off,2234,1151,0.4849,134,9282.97
20251227,/lp/skincare-routine-quiz,1645,761,0.5374,61,3940.18
20251227,/products/vitamin-c-serum,1054,513,0.5132,43,2835.54
20251227,/collections/bestsellers,694,272,0.6084,18,1244.25
20251227,/,506,164,0.6755,8,521.52
20251228,/lp/free-serum-sample,2478,1006,0.5942,95,6877.71
20251228,/lp/spf-bundle-20-off,2074,1048,0.4945,135,9826.86
20251228,/lp/skincare-routine-quiz,1528,708,0.5366,57,3994.85
20251228,/products/vitamin-c-serum,1011,477,0.5277,44,2887.54
20251228,/collections/bestsellers,666,268,0.5970,17,1117.04
20251228,/,514,173,0.6626,8,568.29
20251229,/lp/free-serum-sample,2469,1043,0.5777,94,6089.41
20251229,/lp/spf-bundle-20-off,2121,1116,0.4738,132,9003.33
20251229,/lp/skincare-routine-quiz,1397,642,0.5404,50,3361.79
20251229,/products/vitamin-c-serum,1050,490,0.5331,41,2717.20
20251229,/collections/bestsellers,616,257,0.5833,18,1193.43
20251229,/,501,169,0.6627,7,445.19
20251230,/lp/free-serum-sample,2712,1149,0.5765,112,7681.91
20251230,/lp/spf-bundle-20-off,2371,1236,0.4785,150,9607.95
20251230,/lp/skincare-routine-quiz,1480,689,0.5343,56,3957.00
20251230,/products/vitamin-c-serum,994,481,0.5163,42,2699.28
20251230,/collections/bestsellers,661,278,0.5801,18,1266.13
20251230,/,486,149,0.6933,7,494.33
20251231,/lp/free-serum-sample,2495,1023,0.5898,97,6399.31
20251231,/lp/spf-bundle-20-off,2239,1145,0.4887,132,9343.11
20251231,/lp/skincare-routine-quiz,1519,707,0.5345,55,3554.25
20251231,/products/vitamin-c-serum,996,496,0.5022,43,2969.94
20251231,/collections/bestsellers,657,274,0.5827,18,1226.57
20251231,/,495,157,0.6828,7,478.87
20260101,/lp/free-serum-sample,2430,975,0.5986,101,6881.32
20260101,/lp/spf-bundle-20-off,2129,1121,0.4734,130,9162.96
20260101,/lp/skincare-routine-quiz,1592,738,0.5366,58,3985.48
20260101,/products/vitamin-c-serum,982,465,0.5263,43,2983.07
20260101,/collections/bestsellers,653,261,0.6000,17,1181.84
20260101,/,482,158,0.6720,8,522.34
20260102,/lp/free-serum-sample,2707,1162,0.5708,109,7197.04
20260102,/lp/spf-bundle-20-off,2725,1384,0.4920,166,10637.36
20260102,/lp/skincare-routine-quiz,1711,797,0.5340,64,4484.16
20260102,/products/vitamin-c-serum,1165,569,0.5114,46,3252.60
20260102,/collections/bestsellers,810,324,0.5997,23,1479.66
20260102,/,601,192,0.6811,9,599.63
20260103,/lp/free-serum-sample,2973,1250,0.5797,119,8457.50
20260103,/lp/spf-bundle-20-off,2283,1196,0.4762,137,9468.25
20260103,/lp/skincare-routine-quiz,1742,831,0.5232,63,4473.63
20260103,/products/vitamin-c-serum,1040,500,0.5190,42,2992.64
20260103,/collections/bestsellers,733,303,0.5870,20,1305.31
20260103,/,588,202,0.6562,9,617.04
20260104,/lp/free-serum-sample,2948,1180,0.5996,112,7066.62
20260104,/lp/spf-bundle-20-off,2663,1409,0.4708,158,11123.47
20260104,/lp/skincare-routine-quiz,1884,908,0.5181,70,4626.13
20260104,/products/vitamin-c-serum,1115,539,0.5168,49,3465.23
20260104,/collections/bestsellers,840,334,0.6029,22,1438.30
20260104,/,639,218,0.6589,10,682.19
20260105,/lp/free-serum-sample,2745,1176,0.5715,113,8037.79
20260105,/lp/spf-bundle-20-off,2328,1179,0.4934,146,10233.37
20260105,/lp/skincare-routine-quiz,1516,726,0.5213,58,4201.41
20260105,/products/vitamin-c-serum,1077,518,0.5192,45,3131.61
20260105,/collections/bestsellers,682,280,0.5893,18,1225.19
20260105,/,518,167,0.6780,8,552.08
20260106,/lp/free-serum-sample,2797,1129,0.5965,108,7482.91
20260106,/lp/spf-bundle-20-off,2514,1323,0.4739,160,10334.84
20260106,/lp/skincare-routine-quiz,1712,803,0.5311,59,3784.45
20260106,/products/vitamin-c-serum,1042,495,0.5246,45,2917.21
20260106,/collections/bestsellers,681,279,0.5906,18,1254.37
20260106,/,536,182,0.6606,8,553.79
20260107,/lp/free-serum-sample,2402,1017,0.5767,94,6453.88
20260107,/lp/spf-bundle-20-off,2238,1135,0.4928,139,8961.03
20260107,/lp/skincare-routine-quiz,1522,719,0.5275,57,3757.47
20260107,/products/vitamin-c-serum,981,488,0.5030,41,2912.22
20260107,/collections/bestsellers,649,265,0.5921,17,1102.43
20260107,/,487,151,0.6898,8,525.43
20260108,/lp/free-serum-sample,2443,981,0.5983,95,5999.50
20260108,/lp/spf-bundle-20-off,2352,1209,0.4861,147,10306.66
20260108,/lp/skincare-routine-quiz,1504,684,0.5449,57,3760.91
20260108,/products/vitamin-c-serum,997,472,0.5265,42,2818.92
20260108,/collections/bestsellers,691,274,0.6038,19,1337.61
20260108,/,541,181,0.6661,9,597.72
20260109,/lp/free-serum-sample,2795,1171,0.5809,109,7648.11
20260109,/lp/spf-bundle-20-off,2228,1165,0.4769,132,9092.17
20260109,/lp/skincare-routine-quiz,1487,721,0.5154,57,4151.20
20260109,/products/vitamin-c-serum,1135,542,0.5223,45,3109.40
20260109,/collections/bestsellers,755,310,0.5890,21,1410.22
20260109,/,566,188,0.6680,8,561.45
20260110,/lp/free-serum-sample,2671,1137,0.5744,99,6502.97
20260110,/lp/spf-bundle-20-off,2406,1252,0.4795,153,10587.46
20260110,/lp/skincare-routine-quiz,1588,730,0.5404,57,3982.14
20260110,/products/vitamin-c-serum,973,480,0.5062,41,2957.98
20260110,/collections/bestsellers,701,290,0.5870,19,1308.99
20260110,/,533,176,0.6695,8,588.17
20260111,/lp/free-serum-sample,2674,1127,0.5784,108,7368.35
20260111,/lp/spf-bundle-20-off,2110,1075,0.4906,132,9499.88
20260111,/lp/skincare-routine-quiz,1443,661,0.5421,54,3912.80
20260111,/products/vitamin-c-serum,964,479,0.5030,43,2911.10
20260111,/collections/bestsellers,644,265,0.5888,17,1227.05
20260111,/,509,170,0.6653,8,540.16
20260112,/lp/free-serum-sample,2565,1121,0.5630,106,6768.77
20260112,/lp/spf-bundle-20-off,2178,1123,0.4846,128,8668.27
20260112,/lp/skincare-routine-quiz,1614,755,0.5322,57,3673.31
20260112,/products/vitamin-c-serum,986,476,0.5174,41,2943.02
20260112,/collections/bestsellers,663,284,0.5721,19,1327.45
20260112,/,490,168,0.6581,8,539.22
20260113,/lp/free-serum-sample,2669,1146,0.5705,105,7038.37
20260113,/lp/spf-bundle-20-off,2129,1111,0.4780,130,8980.22
20260113,/lp/skincare-routine-quiz,1440,666,0.5377,54,3683.39
20260113,/products/vitamin-c-serum,1016,498,0.5102,41,2716.95
20260113,/collections/bestsellers,675,277,0.5903,20,1350.48
20260113,/,519,167,0.6777,8,583.88
20260114,/lp/free-serum-sample,2370,1023,0.5685,93,6266.77
20260114,/lp/spf-bundle-20-off,2028,1076,0.4694,128,8212.06
20260114,/lp/skincare-routine-quiz,1345,642,0.5224,49,3258.83
20260114,/products/vitamin-c-serum,999,499,0.5010,44,3016.07
20260114,/collections/bestsellers,668,269,0.5979,19,1279.01
20260114,/,460,148,0.6772,7,492.74
20260115,/lp/free-serum-sample,2863,1173,0.5902,107,7375.33
20260115,/lp/spf-bundle-20-off,2553,1349,0.4716,150,9748.20
20260115,/lp/skincare-routine-quiz,1720,813,0.5274,62,4160.20
20260115,/products/vitamin-c-serum,1066,524,0.5085,45,3027.11
20260115,/collections/bestsellers,710,281,0.6037,19,1210.29
20260115,/,566,176,0.6883,8,510.18
20260116,/lp/free-serum-sample,2634,1074,0.5924,99,7094.34
20260116,/lp/spf-bundle-20-off,2343,1244,0.4689,144,10099.40
20260116,/lp/skincare-routine-quiz,1746,830,0.5249,68,4505.03
20260116,/products/vitamin-c-serum,1169,565,0.5164,49,3348.50
20260116,/collections/bestsellers,790,335,0.5763,21,1457.89
20260116,/,557,173,0.6900,9,614.29
20260117,/lp/free-serum-sample,2829,1195,0.5777,114,8055.31
20260117,/lp/spf-bundle-20-off,2635,1359,0.4843,174,12167.44
20260117,/lp/skincare-routine-quiz,1869,896,0.5207,70,4897.19
20260117,/products/vitamin-c-serum,1112,536,0.5179,47,3200.34
20260117,/collections/bestsellers,768,319,0.5842,20,1404.36
20260117,/,589,193,0.6730,10,738.45
20260118,/lp/free-serum-sample,2847,1175,0.5873,115,7548.17
20260118,/lp/spf-bundle-20-off,2545,1322,0.4805,158,10176.74
20260118,/lp/skincare-routine-quiz,1606,735,0.5426,62,4288.30
20260118,/products/vitamin-c-serum,1170,561,0.5207,50,3170.70
20260118,/collections/bestsellers,719,303,0.5786,19,1347.96
20260118,/,536,183,0.6587,8,528.53
20260119,/lp/free-serum-sample,2573,1074,0.5824,104,7243.05
